线路轨迹（城市）
嘉兴-上海
嘉兴-杭州
深圳-江门-阳江
嘉兴-杭州-哈尔滨-七台河
深圳-上海
上海-无锡-徐州
连云港-淮安-成都
深圳-东莞-成都
南京-上海
嘉兴-杭州-合肥-蚌埠
嘉兴-台州
嘉兴-武汉-仙桃
深圳-广州-长沙
嘉兴-无锡
济南-武汉-宜昌-恩施土家族苗族自治州
深圳-东莞-昆明
南京-东莞-三亚
上海-无锡-南通
深圳-广州-长沙-益阳
宁波-苏州
嘉兴-杭州-沈阳-哈尔滨-绥化
嘉兴-成都
深圳-郑州-驻马店
南京-长沙
济南-长沙
深圳-西安
嘉兴-金华
嘉兴-淮安-徐州
成都-攀枝花-乌鲁木齐-克拉玛依
深圳-厦门-漳州
宁波-杭州-南京
南京-东莞-惠州
深圳-东莞-北京
成都-泸州
嘉兴-杭州-深圳-江门-湛江
苏州-合肥
嘉兴-北京
嘉兴-沈阳
常州-盐城-呼和浩特-乌兰察布
深圳-厦门
天津-烟台
鄂州-武汉-东莞-汕头-揭阳
南京-温州
济南-湖州-杭州-温州
广州-深圳
深圳-长沙
嘉兴-沈阳-葫芦岛
嘉兴-杭州-攀枝花-嘉峪关-酒泉
深圳-东莞-贵阳
苏州-泉州-厦门
嘉兴-成都-乐山
南京-武汉
宁波-南昌-上饶
深圳-长沙-株洲
中山-东莞-赣州
深圳-东莞-武汉-孝感
嘉兴-杭州-南昌-抚州
嘉兴-上海
嘉兴-沈阳-丹东
南京-上海
深圳-上海
宁波-郑州-安阳
济南-郑州-南阳
深圳-东莞-合肥
鄂州-武汉
深圳-潍坊-威海
嘉兴-西安-银川
嘉兴-上海
南京-武汉
宁波-合肥-芜湖-黄山
连云港-上海
深圳-广州-长沙-常德
宁波-合肥-六安
佛山-厦门
湖州-嘉兴-东莞-深圳
嘉兴-成都-眉山
嘉兴
湖州-嘉兴-武汉
湖州-嘉兴-西安-乌鲁木齐-克拉玛依
湖州-嘉兴-东莞-广州
深圳-济南
湖州-嘉兴-杭州
深圳-成都
嘉兴-杭州-上海
嘉兴-杭州
嘉兴-宁波
深圳-东莞-攀枝花-乌鲁木齐-克拉玛依
中山-东莞-赣州-吉安
宁波-无锡-连云港
深圳-沈阳-哈尔滨
南京-贵阳
苏州-东莞-惠州
深圳-东莞-大连
嘉兴-盐城
嘉兴-无锡
嘉兴-杭州-上海
景德镇-南昌-长沙
深圳-东莞-太原-长治
深圳-东莞-北京
东莞-深圳
嘉兴-上海
嘉兴-武汉-襄阳
嘉兴-杭州-长沙-株洲
深圳-北京
深圳-上海
南京-淮安-沈阳
宁波-苏州
嘉兴-北京-唐山
嘉兴
佛山-深圳
南京-成都-资阳
东莞-大连
宁波-无锡
中山-东莞-长沙
嘉兴-杭州-沈阳
嘉兴-北京
扬州-连云港-青岛
嘉兴-杭州-济南-枣庄
嘉兴-长沙-衡阳
南京-福州-莆田
中山-东莞-石家庄
宁波-无锡-淮安
嘉兴-成都
嘉兴-南京
常州-杭州-金华
苏州
宁波-无锡
嘉兴-成都-广元
嘉兴-淮安
中山-东莞-南昌
佛山-江门
宁波-舟山
中山-东莞-合肥-宣城
嘉兴-成都-雅安
嘉兴-攀枝花-汉中
宁波
嘉兴-北京
嘉兴-南京
泉州-郑州
南京-成都
嘉兴-南昌-宜春-萍乡
嘉兴-沈阳-长春-白城
宁波-长沙-怀化
南京-南宁-桂林
中山-东莞-金华-丽水-温州
嘉兴-湖州-潍坊-济宁
嘉兴-南京
中山-东莞-赣州-吉安
泉州-东莞-深圳
嘉兴-昆明
嘉兴-成都
宁波-常州-扬州
苏州-成都
南京-淮安-哈尔滨-七台河
宁波-嘉兴-湖州
嘉兴-成都-资阳
南京-贵阳
嘉兴-台州
南京-芜湖-马鞍山
宁波-南京
宁波-南昌-赣州
广州-南宁-玉林
嘉兴-郑州
南京-贵阳-毕节
广州-长沙-郴州
宁波-无锡-南通
嘉兴-武汉-荆州
广州-长沙-湘西土家族苗族自治州
南京-重庆
广州-东莞-贵阳
嘉兴-湖州-潍坊-济宁
宁波-嘉兴
廊坊-北京-沈阳-通辽
广州-东莞-南昌
苏州-蚌埠-阜阳-亳州
南京-太原-大同
广州-珠海
嘉兴-盐城
广州-东莞-蚌埠-阜阳
中山-东莞-厦门-龙岩
南京-武汉
宁波-杭州
嘉兴-北京-呼和浩特
广州-东莞-上海
南京-北京
嘉兴-天津-石家庄
南京-成都
广州-东莞-合肥-安庆
宁波-郑州-安阳
南京-东莞-湛江
嘉兴-盐城
宁波-金华
广州-东莞-上海
苏州-广州
广州-东莞-重庆
南京-杭州
嘉兴-沈阳-盘锦
宁波-台州
广州-东莞-西安-榆林
南京-天津
扬州-成都-绵阳
嘉兴-杭州-沈阳-长春
广州-东莞-贵阳-安顺-黔西南布依族苗族自治州
南京-南昌-吉安
广州-东莞-武汉-仙桃-天门
宁波-金华-衢州
嘉兴-郑州
湖州-嘉兴-北京-石家庄
南京-广州
广州-深圳
嘉兴-上海
广州-东莞-西安-攀枝花-哈密
宁波-合肥
南京-南宁-柳州-来宾
广州-东莞-重庆
南昌-重庆
嘉兴-北京
上海-天津
广州-佛山
南京-上海
宁波-无锡-南京
嘉兴-攀枝花-哈密
广州-长沙-怀化
南昌-沈阳-丹东
苏州-武汉
黄冈-武汉-重庆
广州
宁波-常州
广州-南京
广州-沈阳-营口
广州-潍坊-青岛
广州-武汉
广州-潍坊-日照
广州-沈阳-四平
广州-天津-包头-鄂尔多斯
嘉兴-贵阳
广州-泉州-龙岩
广州-长沙-衡阳
广州-长沙
广州-太原-长治
广州-温州-杭州
广州-泉州-福州
广州-东莞-石家庄-邢台
南京-合肥
广州-潍坊-滨州-东营
广州-郑州-周口
广州-南京-盐城
东莞-重庆
广州-郑州-开封
广州-郑州-焦作
广州-武汉-鄂州
广州-东莞
广州-武汉-随州
广州-南京
广州-温州-宁波-舟山
广州-郑州-邯郸
广州-潍坊-济南
广州-天津-石家庄
广州-南京-常州
广州-武汉-孝感
广州-上海
广州-沈阳-鞍山
广州-潍坊-济南
广州-温州-宁波
广州-南京
广州-东莞
广州-沈阳-哈尔滨-鸡西
广州-潍坊-济南
广州-温州-杭州
广州-温州-湖州
广州-温州-宁波-舟山
广州-温州-宁波-舟山
广州-潍坊-济南
广州-潍坊-青岛
广州-合肥-铜陵
广州-南京-镇江
广州-南京-常州
广州-攀枝花-乌鲁木齐-阿克苏地区-喀什地区
广州-重庆
广州-郑州
宁波-苏州
南京-上海
广州-沈阳
广州-南宁-玉林
嘉兴-郑州
广州-南京-扬州
广州-郑州-驻马店
广州-深圳
广州-东莞
广州-潍坊
广州-泉州-厦门
广州-天津-北京
广州-贵阳-遵义
广州-郑州-新乡
广州-沈阳-哈尔滨
广州-长沙-邵阳
广州-上海
广州-武汉-咸宁
广州-攀枝花-汉中
广州-苏州
广州-温州-宁波
广州-南昌-赣州
广州-沈阳
广州-合肥-阜阳-亳州
广州-沈阳-呼和浩特
广州-沈阳-哈尔滨-佳木斯
广州-昆明-昭通
广州-天津-北京
广州-沈阳-哈尔滨
广州-温州-台州
广州-沈阳-盘锦
广州-沈阳-赤峰
广州-郑州-焦作
南京-上海
广州-武汉-随州
嘉兴-上海
广州-郑州-邯郸
宁波-杭州
广州-天津
廊坊-北京
广州-沈阳-营口
广州-沈阳-哈尔滨-伊春
广州-温州-绍兴
广州-郑州-邯郸
广州-贵阳-毕节
广州-潍坊-烟台
广州-温州
广州-成都-达州
潮州-汕头-东莞-青岛
南京-深圳-东莞
嘉兴-温州-佛山
南京-北京
嘉兴-沈阳-哈尔滨
宁波-北京-廊坊
南京-天津
苏州-攀枝花-银川
嘉兴-广州
南京-广州-韶关
石家庄-北京
石家庄-唐山
深圳-东莞-兰州
南京-郑州-开封
石家庄-潍坊
深圳-沈阳-大连
深圳-东莞
石家庄-济南-泰安
嘉兴-沈阳-哈尔滨-佳木斯
石家庄-北京
深圳-武汉
南京-济南
石家庄-潍坊-青岛
嘉兴-合肥
临沂-潍坊-唐山
深圳-天津
南京-武汉-鄂州
石家庄-济南-滨州-东营
深圳-成都
廊坊-北京
嘉兴-常州
石家庄-潍坊-青岛
南京-连云港-潍坊
石家庄
嘉兴-天津-北京
石家庄-天津
南京-武汉-荆州
广州-东莞-南通
石家庄-天津
苏州-重庆
石家庄-潍坊-青岛
中山-广州-怀化
嘉兴-北京
扬州-郑州
扬州-济南-连云港-枣庄
扬州-武汉-鄂州-黄石
石家庄
扬州-常州-长沙-衡阳
南京-淮安-哈尔滨-大庆
嘉兴-湖州-临沂
石家庄-济南-淄博
石家庄-秦皇岛
佛山-东莞
南京-成都
石家庄-济南
石家庄-北京
嘉兴-西安
南京-深圳-广州-清远
石家庄-北京
嘉兴-沈阳-辽阳
石家庄-潍坊
石家庄-济南
临沂-潍坊-重庆
南京-武汉-孝感
石家庄-潍坊-枣庄
宿迁-淮安-合肥-六安
嘉兴-武汉
石家庄-济南
石家庄-天津
南京-武汉-鄂州-黄冈
石家庄-潍坊-威海
嘉兴-常州
石家庄-济南
苏州-郑州-商丘
南京-武汉
石家庄-潍坊-枣庄
连云港-上海
嘉兴-沈阳-哈尔滨-呼伦贝尔
石家庄-济南
中山-福州-南平
中山-东莞-赣州
石家庄-济南-泰安
石家庄-济南
嘉兴-成都-乐山
石家庄-北京
鄂州-武汉-信阳
石家庄-潍坊-青岛
嘉兴-长沙
武汉-南京-苏州
石家庄-潍坊-枣庄
南京-深圳
石家庄-济南-济宁
鄂州-武汉
嘉兴-南京
武汉-上海
石家庄-潍坊-烟台
南京-成都-绵阳
石家庄-潍坊-日照
石家庄-潍坊-枣庄
深圳-东莞-攀枝花-固原
嘉兴-昆明
武汉
深圳-南宁
石家庄-潍坊-临沂
石家庄-潍坊-青岛
深圳-南宁-崇左
南通-上海
南通-盐城-北京
南通-武汉
南通-常州
南通-无锡-郑州
南通-济南-烟台
南通-东莞-广州-清远
苏州-郑州
南通-郑州
南通-盐城-天津
南通-攀枝花-西安
嘉兴-湖州-潍坊-泰安
南京-北京
石家庄-北京
石家庄-济南
南京-芜湖
嘉兴-宁波
常州-杭州-嘉兴
深圳-东莞-大连
石家庄-济南-菏泽
深圳-东莞-沈阳
中山-东莞-成都
嘉兴
石家庄-济南-济宁
深圳-上海
黄冈-武汉-重庆
深圳-东莞-上海
广州-青岛
南京-南昌-赣州
北京-保定
深圳-合肥-宿州
泉州-深圳-佛山
嘉兴-上海
杭州-东莞-深圳
深圳-东莞-北京
泉州-深圳
南通-盐城-天津
南通-无锡-长沙
南通-济南
深圳-东莞-北京
南京-贵阳
南通-南昌-吉安
南通-杭州
南通-济南-太原
南通-泉州-厦门
南通-济南-滨州-东营
南通-攀枝花-宝鸡
南通-上海
深圳-广州-永州
泉州-温州-杭州
嘉兴-郑州-驻马店
济南-深圳
深圳-东莞-郑州-漯河
南京-北京
深圳-厦门
嘉兴-深圳
泉州-深圳-中山-珠海
深圳-合肥
南京-宁波
深圳-潍坊-滨州-东营
泉州-北京-唐山
嘉兴-扬州
济南-成都
深圳-合肥-池州
南京-昆明
泉州-太原-临汾
深圳-衡阳-邵阳
天津-北京
黄冈-北京
深圳-东莞-上海
泉州-深圳
南京-郑州-洛阳
济南-太原-长治
嘉兴-福州
南通-成都-昆明
南通-成都
南通-上海
南通-盐城-北京
南通-无锡-北京
南通-杭州-湖州
南通-东莞-汕头
南通-攀枝花-乌鲁木齐
南通-成都-昆明
南通-东莞
深圳-东莞-成都
泉州-深圳
南京-重庆
深圳-东莞-攀枝花-渭南
嘉兴-上海
南京-成都
深圳-东莞-北京
无锡-盐城-北京
泉州-上海
济南-沈阳-长春-白城
深圳-武汉-仙桃
南京-福州
嘉兴-武汉
深圳-东莞-北京
深圳-赣州
泉州-重庆
嘉兴-天津-北京
南京-武汉
深圳-东莞-合肥
苏州-沈阳-营口
泉州-郑州-商丘
深圳-东莞-沈阳
南京-杭州
嘉兴-杭州-北京
泉州-沈阳-长春
深圳-东莞-北京
南京-深圳
深圳-东莞-天津-北京
黄冈-武汉-重庆
深圳-合肥-阜阳-亳州
泉州-深圳
嘉兴-沈阳-大连
深圳-东莞-上海
深圳-北京
嘉兴-合肥-滁州
泉州-无锡-连云港
深圳-东莞-上海
鄂州-武汉-金华-温州
无锡-杭州
南京-长沙-岳阳
深圳-东莞-上海
泉州-石家庄
深圳-北京
嘉兴-湖州-潍坊-济南
连云港-淮安-上海
鄂州-武汉
南京-重庆
深圳-郑州-南阳
泉州-深圳-佛山
鄂州-武汉
深圳-南充-绵阳
景德镇-南昌-北京-沈阳
嘉兴-沈阳-大连
南京-南昌-抚州
深圳-东莞-天津-唐山
泉州-武汉
深圳-东莞-武汉
鄂州-武汉-长沙
深圳-北京
嘉兴-湖州
泉州-上海
深圳-太原
苏州-上海
深圳-东莞-沈阳-长春-白城
黄冈-武汉-北京
南京-南宁
上海
深圳-太原-晋中
泉州-北京
嘉兴-西安-兰州
南京-长沙-郴州
深圳-西安
嘉兴-杭州
深圳-北京
深圳-东莞-北京
嘉兴-太原-阳泉
深圳-南充-绵阳
南京-攀枝花-银川
深圳-东莞-上海
泉州-衡阳-娄底
深圳-东莞-贵阳
南京-天津
嘉兴-湖州-青岛
深圳-广州
泉州-长春-吉林
漳州-厦门-无锡-南通
嘉兴-郑州-安阳
临沂-长沙-株洲-湘潭
南京-杭州
深圳
南通-无锡-成都
嘉兴-沈阳
泉州-济南-济宁
深圳-东莞-上海
深圳-东莞-武汉-仙桃
南通-合肥
黄冈-武汉-贵阳-遵义
漳州-厦门-泉州-潍坊-临沂
泉州-北京
嘉兴-上海
深圳-东莞-石家庄
南昌-北京-衡水
漳州-泉州-兰州-武威-金昌
深圳
嘉兴-广州-韶关
嘉兴-湖州-烟台
嘉兴-温州-东莞-海口
嘉兴-温州-惠州
苏州-南京
嘉兴-广州
嘉兴-贵阳-安顺-黔西南布依族苗族自治州
嘉兴-成都-德阳
嘉兴-上海
嘉兴-温州-中山-珠海
嘉兴-武汉
嘉兴-杭州-荆门-仙桃-潜江
嘉兴-成都
嘉兴-深圳
嘉兴-扬州
嘉兴-温州-江门
嘉兴-湖州-济南-德州
嘉兴-沈阳-大连
嘉兴-沈阳-大连
嘉兴
嘉兴-苏州
嘉兴-北京
嘉兴-宁波-舟山
嘉兴-福州
嘉兴-沈阳-盘锦-阜新
嘉兴-沈阳-抚顺
嘉兴-福州
嘉兴-广州
嘉兴-长沙-衡阳
嘉兴-上海
嘉兴-上海
嘉兴-泉州-漳州
嘉兴-西安-乌鲁木齐-阿克苏地区-和田地区
连云港-上海
嘉兴-长沙
深圳-上海
泉州-深圳-海口
苏州-广州
嘉兴-上海
嘉兴-金华-柳州-梧州-贺州
嘉兴-杭州-哈尔滨-伊春
嘉兴-金华-柳州-贵港
嘉兴-无锡
嘉兴-北京-石家庄
嘉兴-湖州-青岛
嘉兴-南昌
嘉兴-合肥
嘉兴-上海
深圳-东莞-海口
嘉兴-无锡
嘉兴-长沙-娄底
嘉兴-温州-中山-珠海
嘉兴-温州-中山
嘉兴-上海
嘉兴-长沙-郴州
嘉兴-温州-中山
嘉兴-温州
嘉兴-南昌
嘉兴-广州
嘉兴-金华-南宁-百色
嘉兴-广州-韶关
嘉兴-温州-中山-珠海
嘉兴-成都-眉山
嘉兴-上海
嘉兴-温州-东莞
嘉兴-泉州-龙岩
嘉兴-贵阳-毕节
嘉兴-湖州-济南-济宁
嘉兴-杭州-宜春-赣州
嘉兴-上海
嘉兴-宁波
嘉兴-贵阳-遵义
嘉兴-杭州-长春
嘉兴-昆明
嘉兴-福州
嘉兴-杭州-兰州-嘉峪关-酒泉
嘉兴-温州-东莞-江门-湛江
嘉兴-淮安-徐州
景德镇-南昌-潍坊-青岛
嘉兴-温州-东莞
嘉兴-昆明
深圳-福州
南京-淮安-唐山-沧州
嘉兴-成都-甘孜藏族自治州
泉州-南充
嘉兴-合肥
嘉兴-广州
嘉兴-杭州
嘉兴-湖州-潍坊-淄博
嘉兴-成都
嘉兴-湖州-青岛
嘉兴-长沙-娄底
嘉兴-温州-东莞-海口
嘉兴-温州-佛山
南通-无锡-宁波
嘉兴-扬州
嘉兴-湖州-济南-德州
嘉兴-湖州-青岛
嘉兴-重庆
嘉兴-广州
嘉兴-金华-柳州-桂林
嘉兴-温州-东莞
深圳-北京
嘉兴-湖州-临沂
嘉兴-合肥-阜阳-亳州
嘉兴-沈阳
嘉兴-温州-佛山
嘉兴-长沙-怀化
深圳-东莞-武汉-随州
南京-南宁-桂林
泉州-长沙-株洲-湘潭
南通-无锡-重庆
深圳-东莞-济南-淄博
厦门-泉州-广州
嘉兴-武汉-鄂州-黄冈
泉州-长沙-常德
南京-武汉-鄂州-黄石
深圳-广州
南通-合肥-阜阳-亳州
厦门-泉州-温州-湖州
深圳-广州-怀化
嘉兴-南昌
深圳-东莞-太原
广州-杭州
南京-福州-南平
连云港-上海
南通-合肥-芜湖-马鞍山
深圳-东莞-太原
黄冈-武汉-北京
漳州-厦门-长沙-邵阳
深圳
嘉兴-合肥-黄山
南京-深圳-东莞
深圳-东莞-三亚
泉州-上海
漳州-泉州-济南
南通-上海
深圳-上海
南京-上海
漳州-厦门-重庆
深圳-赣州-宜春-新余
嘉兴-杭州
泉州-深圳
深圳-青岛-临沂
深圳-东莞-成都
南京-嘉兴
苏州-沈阳
深圳-上海
漳州-厦门-深圳-东莞
鄂州-武汉-长沙
南通-盐城-淮安-连云港
嘉兴-北京
廊坊-北京-保定
常州-淮安
泉州-哈尔滨-佳木斯
深圳-郑州-商丘
南京-北京
深圳-郑州-新乡
漳州-厦门-泉州-南宁-百色
南通-无锡-武汉
鄂州-武汉-无锡-南京
嘉兴-贵阳-六盘水
深圳-吉安
南京-上海
泉州-盘锦-鞍山
深圳-东莞-沈阳-营口
南通-无锡-南充-绵阳
深圳-东莞-乌鲁木齐
嘉兴-北京-石家庄
泉州-深圳-惠州
深圳-东莞-北京
深圳-厦门-漳州
南通-无锡-武汉
泉州-广州
嘉兴-太原
南京-泉州
滨州-潍坊-保定
深圳-厦门
苏州-北京
南通-盐城-哈尔滨-大庆
泉州-长沙
深圳-东莞-上海
嘉兴-芜湖
深圳-北京
南京-重庆-达州
泉州-长沙
深圳-长沙
南通-上海
中山-东莞-长沙
佛山-深圳
深圳-北京
苏州-石家庄-邢台
泉州-上海
嘉兴-沈阳-哈尔滨-齐齐哈尔
南通-无锡-潍坊-烟台
深圳-上海
深圳-合肥
中山-东莞-潍坊-日照
泰州-扬州
南通-上海
南通-上海
南通-镇江
南通-上海
南通-杭州-金华
南通-青岛
南通-杭州-金华
南通-温州
南通-上海
南通-无锡-成都
嘉兴-郑州-洛阳
临沂-深圳-佛山
深圳-南昌
南通-无锡-温州
南通-上海
泉州-太原-晋中
嘉兴-贵阳
深圳-郑州
深圳-东莞-沈阳-通化
南通-无锡-武汉
嘉兴-北京-天津
深圳-东莞-石家庄
深圳-攀枝花-安康
深圳-东莞-西安-渭南
泉州-重庆
深圳-南昌
深圳-东莞-济南-德州
南京-北京
淮安-无锡
漳州-泉州-郑州
南通-上海
深圳-东莞-上海
深圳-东莞-攀枝花-咸阳
淮安-温州
漳州-厦门-泉州-盘锦-营口
嘉兴-金华-南宁
南通-上海
南京-武汉
苏州-南京
泉州-汕头-潮州
漳州-厦门-潍坊-济南
南通-长沙
南通-上海
南通-杭州-金华
南通-北京
南通-武汉
南通-攀枝花-渭南
南通-杭州-绍兴
南通-长沙
南通-无锡-芜湖-合肥-福州-宁德
南通-兰州-武威
南通-苏州
淮安-南京
泉州-哈尔滨
深圳-长沙-株洲
南通-上海
嘉兴-长沙
南京-福州
深圳-东莞-攀枝花-宝鸡
泉州-衡阳-怀化
广州-东莞-北京
淮安-绍兴
扬州-杭州-绍兴
漳州-泉州-北京-秦皇岛
深圳-东莞-北京
苏州-石家庄-衡水
嘉兴-淮安-徐州
南通
泉州-沈阳-大连
深圳-赣州-宜春
漳州-厦门-泉州-济南-聊城
深圳-泉州
淮安-扬州
鄂州-武汉-郑州
南京-南昌-赣州
无锡-苏州
嘉兴-昆明
深圳-广州
南通-无锡-成都
漳州-厦门-泉州-武汉-襄阳
深圳-东莞-上海
淮安-杭州
厦门-泉州-长沙
深圳-北京
南通-上海
嘉兴-福州-莆田
泉州-哈尔滨
无锡-合肥-蚌埠
深圳-东莞-郑州-新乡-鹤壁
南京-广州
南通-泉州-福州
南通-攀枝花-西安
南通-盐城-沈阳
南通-上海
南通-杭州-衢州
南通-苏州
南通-厦门-龙岩
中山-东莞-沈阳-四平
南通-上海
黄冈-武汉-金华-杭州-温州
淮安-杭州
深圳-武汉
南通-无锡-金华
泉州-深圳-海口-三亚
南京-成都
深圳-赣州-宜春
泉州-合肥-淮南
深圳-西安-天水-陇南
淮安-金华
南通-无锡-杭州
临沂-深圳-中山
苏州-哈尔滨-大庆
深圳-东莞-沈阳-吉林
济南-深圳-东莞
南京-上海
深圳-东莞-天津-廊坊
漳州-厦门-泉州-武汉-荆州
淮安-绍兴
嘉兴-合肥-淮北
南通-上海
泉州-厦门-海口
深圳-南京
漳州-厦门-泉州-深圳
南京-上海
南通-无锡-台州
深圳-长沙-常德
淮安-宿迁
嘉兴-湖州-潍坊-济南
北京-盐城-南通
济南-福州-南平
深圳-南昌-上饶
漳州-厦门-泉州-龙岩
泉州-深圳
南通-盐城-扬州-镇江
南京-南宁-钦州
深圳-柳州
北京-西安
淮安-湖州
嘉兴-北京-天津
泉州-郑州-洛阳
深圳-长沙-株洲-湘潭
北京
漳州-厦门-温州-绍兴
黄冈-武汉-金华
上海-南通
深圳-南昌-上饶
南京-合肥
南通-无锡-南京
北京-上海
泉州-温州-杭州
济南-连云港-南通
深圳-东莞-合肥
嘉兴-武汉
淮安-台州
北京-上海
漳州-泉州-汕头-揭阳
深圳-东莞-济南-济宁
北京
南通-无锡-南充
嘉兴-北京
深圳-东莞-上海
天津-北京
南京-上海
济南-衡水
漳州-厦门-泉州-深圳-佛山
北京-东莞-三亚
淮安-台州
南通-上海
济南-潍坊-贵阳-黔东南苗族侗族自治州
广州
深圳-东莞-攀枝花-西安
北京-太原
深圳
嘉兴-淮安-徐州
漳州-厦门-泉州-北京-廊坊
南京-东莞-海口
中山-东莞-泉州-莆田
苏州-合肥
深圳-东莞-沈阳
南通-无锡-泉州-南平
淮安-苏州
广州-南昌-上饶
临沂-潍坊-昆明
深圳-东莞-合肥-蚌埠
漳州-厦门-泉州-合肥
苏州-福州-莆田
北京-上海
深圳-东莞-上海
北京-济南
嘉兴-合肥-淮南
济南-湖州-杭州-温州
漳州-厦门-泉州-郑州-安阳
深圳-东莞-武汉
南通-成都
泉州-深圳-江门-湛江
淮安-无锡
