收寄城市,寄达城市,车辆使用情况,车辆成本,,,,,,
南京,潍坊,,,,,,,,
南京,烟台,,,,,,,,
南京,青岛,"南京-青岛的邮路使用5辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",41296.77,,,,,,
南京,济宁,,,,,,,,
南京,临沂,,,,,,,,
南京,郑州,"南京-郑州的邮路使用5辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",38705.504,,,,,,
南京,漯河,,,,,,,,
南京,信阳,,,,,,,,
南京,洛阳,,,,,,,,
南京,武汉,"南京-武汉的邮路使用4辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",24909.6,,,,,,
南京,荆州,,,,,,,,
南京,襄阳,,,,,,,,
南京,长沙,"南京-长沙的邮路使用3辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",40568.67,,,,,,
南京,常德,,,,,,,,
南京,衡阳,,,,,,,,
南京,广州,"南京-广州的邮路使用4辆40t自办车,0辆20t自办车,0辆12t自办车以及3辆40t委办车,2辆20t委办车,1辆12t委办车",169244.92,,,,,,
南京,汕头,,,,,,,,
南京,深圳,"南京-深圳的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及2辆40t委办车,0辆20t委办车,1辆12t委办车",84059.703,,,,,,
南京,东莞,,,,,,,,
南京,湛江,,,,,,,,
南京,中山,,,,,,,,
南京,南宁,"南京-南宁的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",34001.188,,,,,,
南京,柳州,,,,,,,,
南京,海口,,,,,,,,
南京,重庆,"南京-重庆的邮路使用3辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",51385.628,,,,,,
南京,成都,"南京-成都的邮路使用4辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",64743.848,,,,,,
南京,南充,,,,,,,,
南京,内江,,,,,,,,
南京,贵阳,"南京-贵阳的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及2辆40t委办车,0辆20t委办车,0辆12t委办车",79383.12,,,,,,
南京,昆明,"南京-昆明的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及2辆40t委办车,1辆20t委办车,1辆12t委办车",154820.7765,,,,,,
南京,大理州,,,,,,,,
南京,拉萨,,,,,,,,
南京,西安,"南京-西安的邮路使用2辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",30070.548,,,,,,
南京,宝鸡,,,,,,,,
南京,兰州,"南京-兰州的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,2辆20t委办车,0辆12t委办车",90511.87,,,,,,
南京,西宁,,,,,,,,
南京,银川,,,,,,,,
南京,乌鲁木齐,,,,,,,,
南京,阿克苏,,,,,,,,
南京,喀什,,,,,,,,
常州,北京,"常州-北京的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,1辆12t委办车",40211.064,,,,,,
常州,天津,"常州-天津的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及4辆40t委办车,3辆20t委办车,0辆12t委办车",103590.639,,,,,,
常州,石家庄,"常州-石家庄的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,3辆12t委办车",58277.58,,,,,,
常州,唐山,,,,,,,,
常州,廊坊,,,,,,,,
常州,保定,,,,,,,,
常州,太原,"常州-太原的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,3辆12t委办车",38430.81,,,,,,
常州,侯马,,,,,,,,
常州,呼和浩特,,,,,,,,
常州,包头,,,,,,,,
常州,沈阳,,,,,,,,
常州,大连,,,,,,,,
常州,锦州,"常州-锦州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及5辆40t委办车,0辆20t委办车,2辆12t委办车",146876.28,,,,,,
常州,长春,"常州-长春的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,1辆12t委办车",77478.4785,,,,,,
常州,哈尔滨,,,,,,,,
常州,上海,"常州-上海的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及2辆40t委办车,0辆20t委办车,0辆12t委办车",7923.9,,,,,,
常州,南京,"常州-南京的邮路使用7辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",9402.568,,,,,,
常州,常州,,,,,,,,
常州,无锡,"常州-无锡的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",1965.762,,,,,,
常州,苏州,"常州-苏州的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2559.756,,,,,,
常州,徐州,"常州-徐州的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",7772.37,,,,,,
常州,连云港,"常州-连云港的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",3131.352,,,,,,
常州,淮安,"常州-淮安的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2269.816,,,,,,
常州,盐城,"常州-盐城的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",1756.208,,,,,,
常州,扬州,"常州-扬州的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",944.376,,,,,,
常州,南通,"常州-南通的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2224.976,,,,,,
常州,杭州,"常州-杭州的邮路使用6辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",10636.656,,,,,,
常州,湖州,,,,,,,,
常州,嘉兴,,,,,,,,
常州,宁波,"常州-宁波的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",7762.158,,,,,,
常州,台州,,,,,,,,
常州,金华,"常州-金华的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4073.16,,,,,,
常州,义乌,,,,,,,,
常州,温州,,,,,,,,
常州,合肥,"常州-合肥的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及4辆40t委办车,1辆20t委办车,0辆12t委办车",20827.6875,,,,,,
常州,蚌埠,,,,,,,,
常州,芜湖,,,,,,,,
常州,安庆,,,,,,,,
常州,福州,"常州-福州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及2辆40t委办车,1辆20t委办车,0辆12t委办车",39688.0755,,,,,,
常州,厦门,,,,,,,,
常州,泉州,,,,,,,,
常州,南昌,,,,,,,,
常州,鹰潭,"常州-鹰潭的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",10808.964,,,,,,
常州,赣州,,,,,,,,
常州,济南,"常州-济南的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及5辆40t委办车,1辆20t委办车,0辆12t委办车",71031.6525,,,,,,
常州,潍坊,,,,,,,,
常州,烟台,,,,,,,,
常州,青岛,,,,,,,,
常州,济宁,,,,,,,,
常州,临沂,,,,,,,,
常州,郑州,"常州-郑州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及4辆40t委办车,1辆20t委办车,3辆12t委办车",89076.0675,,,,,,
常州,漯河,,,,,,,,
常州,信阳,,,,,,,,
常州,洛阳,,,,,,,,
常州,武汉,"常州-武汉的邮路使用2辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",23299.644,,,,,,
常州,荆州,,,,,,,,
常州,襄阳,,,,,,,,
常州,长沙,"常州-长沙的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",43853.175,,,,,,
常州,常德,,,,,,,,
常州,衡阳,,,,,,,,
常州,广州,"常州-广州的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及5辆40t委办车,1辆20t委办车,1辆12t委办车",179049.7725,,,,,,
常州,汕头,,,,,,,,
常州,深圳,"常州-深圳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,3辆12t委办车",46815.714,,,,,,
常州,东莞,,,,,,,,
常州,湛江,,,,,,,,
常州,中山,,,,,,,,
常州,南宁,"常州-南宁的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,0辆12t委办车",54583.452,,,,,,
常州,柳州,,,,,,,,
常州,海口,,,,,,,,
常州,重庆,"常州-重庆的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,3辆12t委办车",68479.0785,,,,,,
常州,成都,"常州-成都的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,2辆12t委办车",91380.321,,,,,,
常州,南充,,,,,,,,
常州,内江,,,,,,,,
常州,贵阳,,,,,,,,
常州,昆明,,,,,,,,
常州,大理州,,,,,,,,
常州,拉萨,,,,,,,,
常州,西安,"常州-西安的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及3辆40t委办车,1辆20t委办车,2辆12t委办车",101842.461,,,,,,
常州,宝鸡,,,,,,,,
常州,兰州,,,,,,,,
常州,西宁,,,,,,,,
常州,银川,,,,,,,,
常州,乌鲁木齐,,,,,,,,
常州,阿克苏,,,,,,,,
常州,喀什,,,,,,,,
无锡,北京,"无锡-北京的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及5辆40t委办车,0辆20t委办车,0辆12t委办车",91637.64,,,,,,
无锡,天津,"无锡-天津的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及3辆40t委办车,2辆20t委办车,1辆12t委办车",86542.56,,,,,,
无锡,石家庄,"无锡-石家庄的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,3辆12t委办车",46729.011,,,,,,
无锡,唐山,,,,,,,,
无锡,廊坊,"无锡-廊坊的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",10435.048,,,,,,
无锡,保定,,,,,,,,
无锡,太原,"无锡-太原的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",16407.963,,,,,,
无锡,侯马,,,,,,,,
无锡,呼和浩特,,,,,,,,
无锡,包头,,,,,,,,
无锡,沈阳,"无锡-沈阳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,3辆12t委办车",101753.85,,,,,,
无锡,大连,,,,,,,,
无锡,锦州,,,,,,,,
无锡,长春,"无锡-长春的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,3辆12t委办车",119591.4225,,,,,,
无锡,哈尔滨,"无锡-哈尔滨的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及15辆40t委办车,1辆20t委办车,0辆12t委办车",574040.6805,,,,,,
无锡,上海,"无锡-上海的邮路使用1辆40t自办车,1辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2859.762,,,,,,
无锡,南京,"无锡-南京的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2915.968,,,,,,
无锡,常州,"无锡-常州的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",1342.008,,,,,,
无锡,无锡,,,,,,,,
无锡,苏州,"无锡-苏州的邮路使用6辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",3363.48,,,,,,
无锡,徐州,"无锡-徐州的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",8401.146,,,,,,
无锡,连云港,"无锡-连云港的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及2辆40t委办车,0辆20t委办车,0辆12t委办车",14704.508,,,,,,
无锡,淮安,"无锡-淮安的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2435.496,,,,,,
无锡,盐城,"无锡-盐城的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",4794.38,,,,,,
无锡,扬州,"无锡-扬州的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",2613,,,,,,
无锡,南通,"无锡-南通的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",1946.854,,,,,,
无锡,杭州,"无锡-杭州的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",3293.55,,,,,,
无锡,湖州,"无锡-湖州的邮路使用1辆40t自办车,0辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2130.984,,,,,,
无锡,嘉兴,"无锡-嘉兴的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2093.234,,,,,,
无锡,宁波,"无锡-宁波的邮路使用2辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",7128.742,,,,,,
无锡,台州,"无锡-台州的邮路使用2辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",11544.7,,,,,,
无锡,金华,"无锡-金华的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",3123.068,,,,,,
无锡,义乌,,,,,,,,
无锡,温州,"无锡-温州的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4878.094,,,,,,
无锡,合肥,"无锡-合肥的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",5633.12,,,,,,
无锡,蚌埠,"无锡-蚌埠的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2965.672,,,,,,
无锡,芜湖,"无锡-芜湖的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",3986.5,,,,,,
无锡,安庆,"无锡-安庆的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",8049.34,,,,,,
无锡,福州,"无锡-福州的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",7962.058,,,,,,
无锡,厦门,,,,,,,,
无锡,泉州,"无锡-泉州的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",19163.248,,,,,,
无锡,南昌,,,,,,,,
无锡,鹰潭,"无锡-鹰潭的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",6966.246,,,,,,
无锡,赣州,,,,,,,,
无锡,济南,"无锡-济南的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",15128.88,,,,,,
无锡,潍坊,,,,,,,,
无锡,烟台,,,,,,,,
无锡,青岛,"无锡-青岛的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及5辆40t委办车,2辆20t委办车,2辆12t委办车",92277.336,,,,,,
无锡,济宁,,,,,,,,
无锡,临沂,,,,,,,,
无锡,郑州,"无锡-郑州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,1辆12t委办车",34064.8515,,,,,,
无锡,漯河,,,,,,,,
无锡,信阳,,,,,,,,
无锡,洛阳,,,,,,,,
无锡,武汉,"无锡-武汉的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",18396.807,,,,,,
无锡,荆州,,,,,,,,
无锡,襄阳,,,,,,,,
无锡,长沙,"无锡-长沙的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,2辆12t委办车",22020.96,,,,,,
无锡,常德,,,,,,,,
无锡,衡阳,,,,,,,,
无锡,广州,"无锡-广州的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",28240.576,,,,,,
无锡,汕头,"无锡-汕头的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",13014.716,,,,,,
无锡,深圳,"无锡-深圳的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",14343.342,,,,,,
无锡,东莞,,,,,,,,
无锡,湛江,,,,,,,,
无锡,中山,"无锡-中山的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",16198.11,,,,,,
无锡,南宁,"无锡-南宁的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",19945.908,,,,,,
无锡,柳州,,,,,,,,
无锡,海口,,,,,,,,
无锡,重庆,"无锡-重庆的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",25714.476,,,,,,
无锡,成都,"无锡-成都的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",43508.217,,,,,,
无锡,南充,,,,,,,,
无锡,内江,,,,,,,,
无锡,贵阳,"无锡-贵阳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,0辆12t委办车",51186.7545,,,,,,
无锡,昆明,"无锡-昆明的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,0辆12t委办车",66427.5885,,,,,,
无锡,大理州,,,,,,,,
无锡,拉萨,,,,,,,,
无锡,西安,"无锡-西安的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",29826.09,,,,,,
无锡,宝鸡,,,,,,,,
无锡,兰州,"无锡-兰州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",44573.4345,,,,,,
无锡,西宁,,,,,,,,
无锡,银川,,,,,,,,
无锡,乌鲁木齐,,,,,,,,
无锡,阿克苏,,,,,,,,
无锡,喀什,,,,,,,,
苏州,北京,"苏州-北京的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,2辆12t委办车",44361.054,,,,,,
苏州,天津,"苏州-天津的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",28000.83,,,,,,
苏州,石家庄,,,,,,,,
苏州,唐山,,,,,,,,
苏州,廊坊,,,,,,,,
苏州,保定,,,,,,,,
苏州,太原,"苏州-太原的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",30749.2785,,,,,,
苏州,侯马,,,,,,,,
苏州,呼和浩特,,,,,,,,
苏州,包头,,,,,,,,
苏州,沈阳,"苏州-沈阳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",45115.356,,,,,,
苏州,大连,,,,,,,,
苏州,锦州,,,,,,,,
苏州,长春,"苏州-长春的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",33150.78,,,,,,
苏州,哈尔滨,,,,,,,,
苏州,上海,"苏州-上海的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及2辆40t委办车,0辆20t委办车,0辆12t委办车",5297.886,,,,,,
苏州,南京,"苏州-南京的邮路使用2辆40t自办车,0辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4931.064,,,,,,
苏州,常州,"苏州-常州的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2485.2,,,,,,
苏州,无锡,"苏州-无锡的邮路使用6辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",3677.868,,,,,,
苏州,苏州,,,,,,,,
苏州,徐州,"苏州-徐州的邮路使用5辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",25602.72,,,,,,
苏州,连云港,"苏州-连云港的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4480.476,,,,,,
苏州,淮安,"苏州-淮安的邮路使用1辆40t自办车,0辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4735.52,,,,,,
苏州,盐城,"苏州-盐城的邮路使用2辆40t自办车,1辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",9648.527,,,,,,
苏州,扬州,"苏州-扬州的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2971.514,,,,,,
苏州,南通,"苏州-南通的邮路使用4辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",5088.684,,,,,,
苏州,杭州,"苏州-杭州的邮路使用5辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",6378.68,,,,,,
苏州,湖州,,,,,,,,
苏州,嘉兴,"苏州-嘉兴的邮路使用4辆40t自办车,1辆20t自办车,0辆12t自办车以及6辆40t委办车,0辆20t委办车,0辆12t委办车",9034.272,,,,,,
苏州,宁波,"苏州-宁波的邮路使用3辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",9014.4,,,,,,
苏州,台州,,,,,,,,
苏州,金华,"苏州-金华的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",5086.376,,,,,,
苏州,义乌,,,,,,,,
苏州,温州,"苏州-温州的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",7545.312,,,,,,
苏州,合肥,"苏州-合肥的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",6411.816,,,,,,
苏州,蚌埠,"苏州-蚌埠的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",3917.992,,,,,,
苏州,芜湖,"苏州-芜湖的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",3124.5975,,,,,,
苏州,安庆,,,,,,,,
苏州,福州,"苏州-福州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,2辆20t委办车,1辆12t委办车",39906,,,,,,
苏州,厦门,"苏州-厦门的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及2辆40t委办车,0辆20t委办车,1辆12t委办车",43186.563,,,,,,
苏州,泉州,,,,,,,,
苏州,南昌,,,,,,,,
苏州,鹰潭,"苏州-鹰潭的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",7693.686,,,,,,
苏州,赣州,,,,,,,,
苏州,济南,"苏州-济南的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及3辆40t委办车,1辆20t委办车,1辆12t委办车",60758.88,,,,,,
苏州,潍坊,,,,,,,,
苏州,烟台,,,,,,,,
苏州,青岛,,,,,,,,
苏州,济宁,,,,,,,,
苏州,临沂,,,,,,,,
苏州,郑州,"苏州-郑州的邮路使用4辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",34680.048,,,,,,
苏州,漯河,,,,,,,,
苏州,信阳,,,,,,,,
苏州,洛阳,,,,,,,,
苏州,武汉,"苏州-武汉的邮路使用1辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",18900.266,,,,,,
苏州,荆州,,,,,,,,
苏州,襄阳,,,,,,,,
苏州,长沙,"苏州-长沙的邮路使用1辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",26848.976,,,,,,
苏州,常德,,,,,,,,
苏州,衡阳,,,,,,,,
苏州,广州,"苏州-广州的邮路使用2辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",48904.8,,,,,,
苏州,汕头,,,,,,,,
苏州,深圳,"苏州-深圳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,2辆12t委办车",30151.776,,,,,,
苏州,东莞,,,,,,,,
苏州,湛江,,,,,,,,
苏州,中山,"苏州-中山的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,2辆12t委办车",50531.2875,,,,,,
苏州,南宁,,,,,,,,
苏州,柳州,,,,,,,,
苏州,海口,,,,,,,,
苏州,重庆,"苏州-重庆的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",42105.921,,,,,,
苏州,成都,"苏州-成都的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",36542.064,,,,,,
苏州,南充,,,,,,,,
苏州,内江,,,,,,,,
苏州,贵阳,,,,,,,,
苏州,昆明,,,,,,,,
苏州,大理州,,,,,,,,
苏州,拉萨,,,,,,,,
苏州,西安,"苏州-西安的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",25331.176,,,,,,
苏州,宝鸡,,,,,,,,
苏州,兰州,"苏州-兰州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,3辆12t委办车",93051.09,,,,,,
苏州,西宁,,,,,,,,
苏州,银川,,,,,,,,
苏州,乌鲁木齐,,,,,,,,
苏州,阿克苏,,,,,,,,
苏州,喀什,,,,,,,,
