收寄城市,寄达城市,车辆使用情况,车辆成本,,,,,,
湛江,南充,,,,,,,,
湛江,内江,,,,,,,,
湛江,贵阳,,,,,,,,
湛江,昆明,,,,,,,,
湛江,大理州,,,,,,,,
湛江,拉萨,,,,,,,,
湛江,西安,,,,,,,,
湛江,宝鸡,,,,,,,,
湛江,兰州,,,,,,,,
湛江,西宁,,,,,,,,
湛江,银川,,,,,,,,
湛江,乌鲁木齐,,,,,,,,
湛江,阿克苏,,,,,,,,
湛江,喀什,,,,,,,,
中山,北京,,,,,,,,
中山,天津,,,,,,,,
中山,石家庄,,,,,,,,
中山,唐山,,,,,,,,
中山,廊坊,,,,,,,,
中山,保定,,,,,,,,
中山,太原,,,,,,,,
中山,侯马,,,,,,,,
中山,呼和浩特,,,,,,,,
中山,包头,,,,,,,,
中山,沈阳,,,,,,,,
中山,大连,,,,,,,,
中山,锦州,,,,,,,,
中山,长春,,,,,,,,
中山,哈尔滨,,,,,,,,
中山,上海,,,,,,,,
中山,南京,,,,,,,,
中山,常州,,,,,,,,
中山,无锡,,,,,,,,
中山,苏州,,,,,,,,
中山,徐州,,,,,,,,
中山,连云港,,,,,,,,
中山,淮安,,,,,,,,
中山,盐城,,,,,,,,
中山,扬州,,,,,,,,
中山,南通,,,,,,,,
中山,杭州,,,,,,,,
中山,湖州,,,,,,,,
中山,嘉兴,,,,,,,,
中山,宁波,,,,,,,,
中山,台州,,,,,,,,
中山,金华,,,,,,,,
中山,义乌,,,,,,,,
中山,温州,,,,,,,,
中山,合肥,,,,,,,,
中山,蚌埠,,,,,,,,
中山,芜湖,,,,,,,,
中山,安庆,,,,,,,,
中山,福州,,,,,,,,
中山,厦门,,,,,,,,
中山,泉州,,,,,,,,
中山,南昌,,,,,,,,
中山,鹰潭,,,,,,,,
中山,赣州,,,,,,,,
中山,济南,,,,,,,,
中山,潍坊,,,,,,,,
中山,烟台,,,,,,,,
中山,青岛,,,,,,,,
中山,济宁,,,,,,,,
中山,临沂,,,,,,,,
中山,郑州,,,,,,,,
中山,漯河,,,,,,,,
中山,信阳,,,,,,,,
中山,洛阳,,,,,,,,
中山,武汉,,,,,,,,
中山,荆州,,,,,,,,
中山,襄阳,,,,,,,,
中山,长沙,,,,,,,,
中山,常德,,,,,,,,
中山,衡阳,,,,,,,,
中山,广州,"中山-广州的邮路使用39辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",27342.69,,,,,,
中山,汕头,"中山-汕头的邮路使用1辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",10926.322,,,,,,
中山,深圳,"中山-深圳的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及2辆40t委办车,0辆20t委办车,0辆12t委办车",4581.304,,,,,,
中山,东莞,"中山-东莞的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",2102.464,,,,,,
中山,湛江,"中山-湛江的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及4辆40t委办车,0辆20t委办车,0辆12t委办车",25980.768,,,,,,
中山,中山,,,,,,,,
中山,南宁,,,,,,,,
中山,柳州,,,,,,,,
中山,海口,"中山-海口的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,3辆12t委办车",25920.699,,,,,,
中山,重庆,,,,,,,,
中山,成都,,,,,,,,
中山,南充,,,,,,,,
中山,内江,,,,,,,,
中山,贵阳,,,,,,,,
中山,昆明,,,,,,,,
中山,大理州,,,,,,,,
中山,拉萨,,,,,,,,
中山,西安,,,,,,,,
中山,宝鸡,,,,,,,,
中山,兰州,,,,,,,,
中山,西宁,,,,,,,,
中山,银川,,,,,,,,
中山,乌鲁木齐,,,,,,,,
中山,阿克苏,,,,,,,,
中山,喀什,,,,,,,,
南宁,北京,,,,,,,,
南宁,天津,,,,,,,,
南宁,石家庄,"南宁-石家庄的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",40401.868,,,,,,
南宁,唐山,,,,,,,,
南宁,廊坊,,,,,,,,
南宁,保定,,,,,,,,
南宁,太原,,,,,,,,
南宁,侯马,,,,,,,,
南宁,呼和浩特,,,,,,,,
南宁,包头,,,,,,,,
南宁,沈阳,"南宁-沈阳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及2辆40t委办车,0辆20t委办车,2辆12t委办车",161801.376,,,,,,
南宁,大连,,,,,,,,
南宁,锦州,,,,,,,,
南宁,长春,,,,,,,,
南宁,哈尔滨,,,,,,,,
南宁,上海,"南宁-上海的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",53356.806,,,,,,
南宁,南京,"南宁-南京的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",53309.774,,,,,,
南宁,常州,,,,,,,,
南宁,无锡,,,,,,,,
南宁,苏州,,,,,,,,
南宁,徐州,,,,,,,,
南宁,连云港,,,,,,,,
南宁,淮安,,,,,,,,
南宁,盐城,,,,,,,,
南宁,扬州,,,,,,,,
南宁,南通,,,,,,,,
南宁,杭州,"南宁-杭州的邮路使用4辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",98121.399,,,,,,
南宁,湖州,,,,,,,,
南宁,嘉兴,,,,,,,,
南宁,宁波,,,,,,,,
南宁,台州,,,,,,,,
南宁,金华,,,,,,,,
南宁,义乌,,,,,,,,
南宁,温州,,,,,,,,
南宁,合肥,"南宁-合肥的邮路使用2辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",55751.472,,,,,,
南宁,蚌埠,,,,,,,,
南宁,芜湖,,,,,,,,
南宁,安庆,,,,,,,,
南宁,福州,,,,,,,,
南宁,厦门,"南宁-厦门的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",33635.547,,,,,,
南宁,泉州,,,,,,,,
南宁,南昌,,,,,,,,
南宁,鹰潭,,,,,,,,
南宁,赣州,"南宁-赣州的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",9387.664,,,,,,
南宁,济南,"南宁-济南的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",73846.88,,,,,,
南宁,潍坊,,,,,,,,
南宁,烟台,,,,,,,,
南宁,青岛,,,,,,,,
南宁,济宁,,,,,,,,
南宁,临沂,,,,,,,,
南宁,郑州,"南宁-郑州的邮路使用5辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",81075.28,,,,,,
南宁,漯河,,,,,,,,
南宁,信阳,,,,,,,,
南宁,洛阳,,,,,,,,
南宁,武汉,"南宁-武汉的邮路使用8辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",112768.32,,,,,,
南宁,荆州,,,,,,,,
南宁,襄阳,,,,,,,,
南宁,长沙,"南宁-长沙的邮路使用8辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",75707.224,,,,,,
南宁,常德,,,,,,,,
南宁,衡阳,,,,,,,,
南宁,广州,"南宁-广州的邮路使用11辆40t自办车,0辆20t自办车,0辆12t自办车以及3辆40t委办车,0辆20t委办车,0辆12t委办车",87847.142,,,,,,
南宁,汕头,,,,,,,,
南宁,深圳,"南宁-深圳的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及1辆40t委办车,2辆20t委办车,0辆12t委办车",40258.29,,,,,,
南宁,东莞,"南宁-东莞的邮路使用1辆40t自办车,1辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",15327.5,,,,,,
南宁,湛江,,,,,,,,
南宁,中山,,,,,,,,
南宁,南宁,,,,,,,,
南宁,柳州,"南宁-柳州的邮路使用4辆40t自办车,0辆20t自办车,0辆12t自办车以及10辆40t委办车,0辆20t委办车,0辆12t委办车",42876.378,,,,,,
南宁,海口,"南宁-海口的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及7辆40t委办车,1辆20t委办车,0辆12t委办车",67593.785,,,,,,
南宁,重庆,"南宁-重庆的邮路使用5辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",45629.09,,,,,,
南宁,成都,"南宁-成都的邮路使用3辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",56278.43,,,,,,
南宁,南充,,,,,,,,
南宁,内江,,,,,,,,
南宁,贵阳,"南宁-贵阳的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,0辆12t委办车",27778.4775,,,,,,
南宁,昆明,"南宁-昆明的邮路使用4辆40t自办车,0辆20t自办车,0辆12t自办车以及2辆40t委办车,0辆20t委办车,0辆12t委办车",59149.2,,,,,,
南宁,大理州,,,,,,,,
南宁,拉萨,,,,,,,,
南宁,西安,"南宁-西安的邮路使用4辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",63774.048,,,,,,
南宁,宝鸡,,,,,,,,
南宁,兰州,,,,,,,,
南宁,西宁,,,,,,,,
南宁,银川,,,,,,,,
南宁,乌鲁木齐,,,,,,,,
南宁,阿克苏,,,,,,,,
南宁,喀什,,,,,,,,
柳州,北京,,,,,,,,
柳州,天津,,,,,,,,
柳州,石家庄,,,,,,,,
柳州,唐山,,,,,,,,
柳州,廊坊,,,,,,,,
柳州,保定,,,,,,,,
柳州,太原,,,,,,,,
柳州,侯马,,,,,,,,
柳州,呼和浩特,,,,,,,,
柳州,包头,,,,,,,,
柳州,沈阳,"柳州-沈阳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",29357.751,,,,,,
柳州,大连,,,,,,,,
柳州,锦州,,,,,,,,
柳州,长春,,,,,,,,
柳州,哈尔滨,,,,,,,,
柳州,上海,"柳州-上海的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",22008.129,,,,,,
柳州,南京,,,,,,,,
柳州,常州,,,,,,,,
柳州,无锡,,,,,,,,
柳州,苏州,,,,,,,,
柳州,徐州,,,,,,,,
柳州,连云港,,,,,,,,
柳州,淮安,,,,,,,,
柳州,盐城,,,,,,,,
柳州,扬州,,,,,,,,
柳州,南通,,,,,,,,
柳州,杭州,,,,,,,,
柳州,湖州,,,,,,,,
柳州,嘉兴,,,,,,,,
柳州,宁波,,,,,,,,
柳州,台州,,,,,,,,
柳州,金华,,,,,,,,
柳州,义乌,,,,,,,,
柳州,温州,,,,,,,,
柳州,合肥,,,,,,,,
柳州,蚌埠,,,,,,,,
柳州,芜湖,,,,,,,,
柳州,安庆,,,,,,,,
柳州,福州,,,,,,,,
柳州,厦门,,,,,,,,
柳州,泉州,,,,,,,,
柳州,南昌,,,,,,,,
柳州,鹰潭,,,,,,,,
柳州,赣州,,,,,,,,
柳州,济南,"柳州-济南的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",19490.667,,,,,,
柳州,潍坊,,,,,,,,
柳州,烟台,,,,,,,,
柳州,青岛,,,,,,,,
柳州,济宁,,,,,,,,
柳州,临沂,,,,,,,,
柳州,郑州,,,,,,,,
柳州,漯河,,,,,,,,
柳州,信阳,,,,,,,,
柳州,洛阳,,,,,,,,
柳州,武汉,"柳州-武汉的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,1辆12t委办车",23458.4565,,,,,,
柳州,荆州,,,,,,,,
柳州,襄阳,,,,,,,,
柳州,长沙,"柳州-长沙的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,0辆12t委办车",19730.382,,,,,,
柳州,常德,,,,,,,,
柳州,衡阳,,,,,,,,
柳州,广州,"柳州-广州的邮路使用2辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",17535.864,,,,,,
柳州,汕头,,,,,,,,
柳州,深圳,,,,,,,,
柳州,东莞,,,,,,,,
柳州,湛江,,,,,,,,
柳州,中山,,,,,,,,
柳州,南宁,"柳州-南宁的邮路使用4辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",8085.184,,,,,,
柳州,柳州,,,,,,,,
柳州,海口,,,,,,,,
柳州,重庆,,,,,,,,
柳州,成都,,,,,,,,
柳州,南充,,,,,,,,
柳州,内江,,,,,,,,
柳州,贵阳,,,,,,,,
柳州,昆明,,,,,,,,
柳州,大理州,,,,,,,,
柳州,拉萨,,,,,,,,
柳州,西安,"柳州-西安的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",16526.307,,,,,,
柳州,宝鸡,,,,,,,,
柳州,兰州,,,,,,,,
柳州,西宁,,,,,,,,
柳州,银川,,,,,,,,
柳州,乌鲁木齐,,,,,,,,
柳州,阿克苏,,,,,,,,
柳州,喀什,,,,,,,,
海口,北京,,,,,,,,
海口,天津,,,,,,,,
海口,石家庄,,,,,,,,
海口,唐山,,,,,,,,
海口,廊坊,,,,,,,,
海口,保定,,,,,,,,
海口,太原,,,,,,,,
海口,侯马,,,,,,,,
海口,呼和浩特,,,,,,,,
海口,包头,,,,,,,,
海口,沈阳,,,,,,,,
海口,大连,,,,,,,,
海口,锦州,,,,,,,,
海口,长春,,,,,,,,
海口,哈尔滨,,,,,,,,
海口,上海,,,,,,,,
海口,南京,,,,,,,,
海口,常州,,,,,,,,
海口,无锡,,,,,,,,
海口,苏州,,,,,,,,
海口,徐州,,,,,,,,
海口,连云港,,,,,,,,
海口,淮安,,,,,,,,
海口,盐城,,,,,,,,
海口,扬州,,,,,,,,
海口,南通,,,,,,,,
海口,杭州,,,,,,,,
海口,湖州,,,,,,,,
海口,嘉兴,,,,,,,,
海口,宁波,,,,,,,,
海口,台州,,,,,,,,
海口,金华,,,,,,,,
海口,义乌,,,,,,,,
海口,温州,,,,,,,,
海口,合肥,,,,,,,,
海口,蚌埠,,,,,,,,
海口,芜湖,,,,,,,,
海口,安庆,,,,,,,,
海口,福州,,,,,,,,
海口,厦门,,,,,,,,
海口,泉州,,,,,,,,
海口,南昌,,,,,,,,
海口,鹰潭,,,,,,,,
海口,赣州,,,,,,,,
海口,济南,,,,,,,,
海口,潍坊,,,,,,,,
海口,烟台,,,,,,,,
海口,青岛,,,,,,,,
海口,济宁,,,,,,,,
海口,临沂,,,,,,,,
海口,郑州,,,,,,,,
海口,漯河,,,,,,,,
海口,信阳,,,,,,,,
海口,洛阳,,,,,,,,
海口,武汉,,,,,,,,
海口,荆州,,,,,,,,
海口,襄阳,,,,,,,,
海口,长沙,,,,,,,,
海口,常德,,,,,,,,
海口,衡阳,,,,,,,,
海口,广州,"海口-广州的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",17194.554,,,,,,
海口,汕头,,,,,,,,
海口,深圳,,,,,,,,
海口,东莞,,,,,,,,
海口,湛江,"海口-湛江的邮路使用1辆40t自办车,0辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",2520.968,,,,,,
海口,中山,,,,,,,,
海口,南宁,"海口-南宁的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",4674.436,,,,,,
海口,柳州,,,,,,,,
海口,海口,,,,,,,,
海口,重庆,,,,,,,,
海口,成都,,,,,,,,
海口,南充,,,,,,,,
海口,内江,,,,,,,,
海口,贵阳,,,,,,,,
海口,昆明,,,,,,,,
海口,大理州,,,,,,,,
海口,拉萨,,,,,,,,
海口,西安,,,,,,,,
海口,宝鸡,,,,,,,,
海口,兰州,,,,,,,,
海口,西宁,,,,,,,,
海口,银川,,,,,,,,
海口,乌鲁木齐,,,,,,,,
海口,阿克苏,,,,,,,,
海口,喀什,,,,,,,,
重庆,北京,"重庆-北京的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及3辆40t委办车,1辆20t委办车,0辆12t委办车",142233.57,,,,,,
重庆,天津,"重庆-天津的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及4辆40t委办车,1辆20t委办车,2辆12t委办车",178518.636,,,,,,
重庆,石家庄,"重庆-石家庄的邮路使用2辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",40664.508,,,,,,
重庆,唐山,,,,,,,,
重庆,廊坊,,,,,,,,
重庆,保定,,,,,,,,
重庆,太原,"重庆-太原的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,0辆12t委办车",29321.0775,,,,,,
重庆,侯马,,,,,,,,
重庆,呼和浩特,,,,,,,,
重庆,包头,,,,,,,,
重庆,沈阳,"重庆-沈阳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及3辆40t委办车,0辆20t委办车,0辆12t委办车",120329.928,,,,,,
重庆,大连,,,,,,,,
重庆,锦州,,,,,,,,
重庆,长春,"重庆-长春的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,3辆20t委办车,0辆12t委办车",107122.8015,,,,,,
重庆,哈尔滨,,,,,,,,
重庆,上海,"重庆-上海的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",66902.166,,,,,,
重庆,南京,"重庆-南京的邮路使用3辆40t自办车,1辆20t自办车,0辆12t自办车以及2辆40t委办车,2辆20t委办车,0辆12t委办车",133541.52,,,,,,
重庆,常州,,,,,,,,
重庆,无锡,,,,,,,,
重庆,苏州,,,,,,,,
重庆,徐州,,,,,,,,
重庆,连云港,,,,,,,,
重庆,淮安,,,,,,,,
重庆,盐城,,,,,,,,
重庆,扬州,,,,,,,,
重庆,南通,,,,,,,,
重庆,杭州,"重庆-杭州的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及2辆40t委办车,2辆20t委办车,0辆12t委办车",123840.102,,,,,,
重庆,湖州,,,,,,,,
重庆,嘉兴,,,,,,,,
重庆,宁波,,,,,,,,
重庆,台州,,,,,,,,
重庆,金华,,,,,,,,
重庆,义乌,,,,,,,,
重庆,温州,,,,,,,,
重庆,合肥,"重庆-合肥的邮路使用4辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",47985.704,,,,,,
重庆,蚌埠,,,,,,,,
重庆,芜湖,,,,,,,,
重庆,安庆,,,,,,,,
重庆,福州,,,,,,,,
重庆,厦门,,,,,,,,
重庆,泉州,"重庆-泉州的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",33749.04,,,,,,
重庆,南昌,"重庆-南昌的邮路使用3辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",35203.74,,,,,,
重庆,鹰潭,,,,,,,,
重庆,赣州,,,,,,,,
重庆,济南,"重庆-济南的邮路使用3辆40t自办车,2辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,0辆12t委办车",116070.5725,,,,,,
重庆,潍坊,,,,,,,,
重庆,烟台,,,,,,,,
重庆,青岛,,,,,,,,
重庆,济宁,,,,,,,,
重庆,临沂,,,,,,,,
重庆,郑州,"重庆-郑州的邮路使用4辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",62314.216,,,,,,
重庆,漯河,,,,,,,,
重庆,信阳,,,,,,,,
重庆,洛阳,,,,,,,,
重庆,武汉,"重庆-武汉的邮路使用6辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",51438.192,,,,,,
重庆,荆州,,,,,,,,
重庆,襄阳,,,,,,,,
重庆,长沙,"重庆-长沙的邮路使用9辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",78204.672,,,,,,
重庆,常德,,,,,,,,
重庆,衡阳,,,,,,,,
重庆,广州,"重庆-广州的邮路使用6辆40t自办车,1辆20t自办车,0辆12t自办车以及3辆40t委办车,0辆20t委办车,1辆12t委办车",163416.902,,,,,,
重庆,汕头,,,,,,,,
重庆,深圳,"重庆-深圳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,1辆20t委办车,3辆12t委办车",64442.9835,,,,,,
重庆,东莞,,,,,,,,
重庆,湛江,,,,,,,,
重庆,中山,,,,,,,,
重庆,南宁,"重庆-南宁的邮路使用5辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,0辆20t委办车,0辆12t委办车",61175.364,,,,,,
重庆,柳州,,,,,,,,
重庆,海口,,,,,,,,
重庆,重庆,,,,,,,,
重庆,成都,"重庆-成都的邮路使用5辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",14666.618,,,,,,
重庆,南充,"重庆-南充的邮路使用9辆40t自办车,1辆20t自办车,0辆12t自办车以及18辆40t委办车,0辆20t委办车,1辆12t委办车",65993.46,,,,,,
重庆,内江,"重庆-内江的邮路使用3辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",8284.68,,,,,,
重庆,贵阳,"重庆-贵阳的邮路使用3辆40t自办车,1辆20t自办车,0辆12t自办车以及7辆40t委办车,1辆20t委办车,0辆12t委办车",55142.2755,,,,,,
重庆,昆明,,,,,,,,
重庆,大理州,,,,,,,,
重庆,拉萨,,,,,,,,
重庆,西安,"重庆-西安的邮路使用9辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",67485.5,,,,,,
重庆,宝鸡,,,,,,,,
重庆,兰州,"重庆-兰州的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及3辆40t委办车,1辆20t委办车,0辆12t委办车",67872.8235,,,,,,
重庆,西宁,,,,,,,,
重庆,银川,,,,,,,,
重庆,乌鲁木齐,,,,,,,,
重庆,阿克苏,,,,,,,,
重庆,喀什,,,,,,,,
成都,北京,"成都-北京的邮路使用1辆40t自办车,2辆20t自办车,0辆12t自办车以及2辆40t委办车,0辆20t委办车,1辆12t委办车",129958.975,,,,,,
成都,天津,"成都-天津的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及2辆40t委办车,2辆20t委办车,1辆12t委办车",132005.7,,,,,,
成都,石家庄,"成都-石家庄的邮路使用2辆40t自办车,0辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",42538.032,,,,,,
成都,唐山,,,,,,,,
成都,廊坊,,,,,,,,
成都,保定,,,,,,,,
成都,太原,"成都-太原的邮路使用1辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",28358.43,,,,,,
成都,侯马,,,,,,,,
成都,呼和浩特,,,,,,,,
成都,包头,,,,,,,,
成都,沈阳,"成都-沈阳的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,1辆12t委办车",93691.044,,,,,,
成都,大连,,,,,,,,
成都,锦州,,,,,,,,
成都,长春,"成都-长春的邮路使用0辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,2辆20t委办车,0辆12t委办车",74319.96,,,,,,
成都,哈尔滨,,,,,,,,
成都,上海,"成都-上海的邮路使用4辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",76109.904,,,,,,
成都,南京,"成都-南京的邮路使用4辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",82314.793,,,,,,
成都,常州,,,,,,,,
成都,无锡,,,,,,,,
成都,苏州,"成都-苏州的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",56398.023,,,,,,
成都,徐州,,,,,,,,
成都,连云港,,,,,,,,
成都,淮安,,,,,,,,
成都,盐城,,,,,,,,
成都,扬州,,,,,,,,
成都,南通,,,,,,,,
成都,杭州,"成都-杭州的邮路使用2辆40t自办车,0辆20t自办车,0辆12t自办车以及1辆40t委办车,1辆20t委办车,1辆12t委办车",112432.3355,,,,,,
成都,湖州,,,,,,,,
成都,嘉兴,,,,,,,,
成都,宁波,,,,,,,,
成都,台州,,,,,,,,
成都,金华,,,,,,,,
成都,义乌,,,,,,,,
成都,温州,,,,,,,,
成都,合肥,"成都-合肥的邮路使用2辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",41071.968,,,,,,
成都,蚌埠,,,,,,,,
成都,芜湖,,,,,,,,
成都,安庆,,,,,,,,
成都,福州,"成都-福州的邮路使用1辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",35735.436,,,,,,
成都,厦门,,,,,,,,
成都,泉州,,,,,,,,
成都,南昌,"成都-南昌的邮路使用1辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",37472.49,,,,,,
成都,鹰潭,,,,,,,,
成都,赣州,,,,,,,,
成都,济南,"成都-济南的邮路使用4辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",78686.4,,,,,,
成都,潍坊,,,,,,,,
成都,烟台,,,,,,,,
成都,青岛,,,,,,,,
成都,济宁,,,,,,,,
成都,临沂,,,,,,,,
成都,郑州,"成都-郑州的邮路使用5辆40t自办车,1辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",70772.564,,,,,,
成都,漯河,,,,,,,,
成都,信阳,,,,,,,,
成都,洛阳,,,,,,,,
成都,武汉,"成都-武汉的邮路使用5辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",56199.91,,,,,,
成都,荆州,,,,,,,,
成都,襄阳,,,,,,,,
成都,长沙,"成都-长沙的邮路使用5辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",57800.08,,,,,,
成都,常德,,,,,,,,
成都,衡阳,,,,,,,,
成都,广州,"成都-广州的邮路使用8辆40t自办车,0辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",139398.351,,,,,,
成都,汕头,,,,,,,,
成都,深圳,"成都-深圳的邮路使用1辆40t自办车,0辆20t自办车,1辆12t自办车以及0辆40t委办车,0辆20t委办车,1辆12t委办车",47029.96,,,,,,
成都,东莞,,,,,,,,
成都,湛江,,,,,,,,
成都,中山,,,,,,,,
成都,南宁,"成都-南宁的邮路使用3辆40t自办车,2辆20t自办车,0辆12t自办车以及0辆40t委办车,0辆20t委办车,0辆12t委办车",54805.64,,,,,,
成都,柳州,,,,,,,,
成都,海口,,,,,,,,
