中心局B,中心局M,中心局N,初始路线,串行路线,初始车辆使用情况,串行车辆使用情况,初始成本,串行成本,节约成本
北京,武汉,太原,"北京-武汉,武汉-北京,北京-太原,太原-北京",北京-武汉-太原-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,47262.478,0,0
北京,武汉,呼和浩特,"北京-武汉,武汉-北京,北京-呼和浩特,呼和浩特-北京",北京-武汉-呼和浩特-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,47206.01400000001,0,0
北京,武汉,沈阳,"北京-武汉,武汉-北京,北京-沈阳,沈阳-北京",北京-武汉-沈阳-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,53316.01200000001,0,0
北京,武汉,长春,"北京-武汉,武汉-北京,北京-长春,长春-北京",北京-武汉-长春-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,53685.25800000001,0,0
北京,武汉,哈尔滨,"北京-武汉,武汉-北京,北京-哈尔滨,哈尔滨-北京",北京-武汉-哈尔滨-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,59399.332,0,0
北京,武汉,上海,"北京-武汉,武汉-北京,北京-上海,上海-北京",北京-武汉-上海-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,75400.014,0,0
北京,武汉,南京,"北京-武汉,武汉-北京,北京-南京,南京-北京",北京-武汉-南京-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,69562.506,0,0
北京,武汉,杭州,"北京-武汉,武汉-北京,北京-杭州,杭州-北京",北京-武汉-杭州-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,4辆12t车",,111327.174,0,0
北京,武汉,福州,"北京-武汉,武汉-北京,北京-福州,福州-北京",北京-武汉-福州-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,76309.97,0,0
北京,武汉,南昌,"北京-武汉,武汉-北京,北京-南昌,南昌-北京",北京-武汉-南昌-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,79915.69,0,0
北京,武汉,济南,"北京-武汉,武汉-北京,北京-济南,济南-北京",北京-武汉-济南-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,63845.600000000006,0,0
北京,武汉,郑州,"北京-武汉,武汉-北京,北京-郑州,郑州-北京",北京-武汉-郑州-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,80951.042,0,0
北京,武汉,长沙,"北京-武汉,武汉-北京,北京-长沙,长沙-北京",北京-武汉-长沙-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,1辆12t车",,89607.31400000001,0,0
北京,武汉,广州,"北京-武汉,武汉-北京,北京-广州,广州-北京",北京-武汉-广州-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,105479.39800000002,0,0
北京,武汉,重庆,"北京-武汉,武汉-北京,北京-重庆,重庆-北京",北京-武汉-重庆-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,67998.508,0,0
北京,武汉,成都,"北京-武汉,武汉-北京,北京-成都,成都-北京",北京-武汉-成都-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,76920.944,0,0
北京,武汉,贵阳,"北京-武汉,武汉-北京,北京-贵阳,贵阳-北京",北京-武汉-贵阳-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,69339.902,0,0
北京,武汉,西安,"北京-武汉,武汉-北京,北京-西安,西安-北京",北京-武汉-西安-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,73840.21600000001,0,0
北京,武汉,兰州,"北京-武汉,武汉-北京,北京-兰州,兰州-北京",北京-武汉-兰州-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,60877.36,0,0
北京,武汉,唐山,"北京-武汉,武汉-北京,北京-唐山,唐山-北京",北京-武汉-唐山-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,42020.33600000001,0,0
北京,武汉,廊坊,"北京-武汉,武汉-北京,北京-廊坊,廊坊-北京",北京-武汉-廊坊-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,40485.16800000001,0,0
北京,武汉,保定,"北京-武汉,武汉-北京,北京-保定,保定-北京",北京-武汉-保定-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,42771.556000000004,0,0
北京,武汉,大连,"北京-武汉,武汉-北京,北京-大连,大连-北京",北京-武汉-大连-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,51758.424000000006,0,0
北京,武汉,锦州,"北京-武汉,武汉-北京,北京-锦州,锦州-北京",北京-武汉-锦州-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,46570.79400000001,0,0
北京,武汉,徐州,"北京-武汉,武汉-北京,北京-徐州,徐州-北京",北京-武汉-徐州-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,61367.000000000015,0,0
北京,武汉,青岛,"北京-武汉,武汉-北京,北京-青岛,青岛-北京",北京-武汉-青岛-北京,"北京-天津的往返邮路使用1辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,50388.452000000005,0,0
北京,长沙,天津,"北京-长沙,长沙-北京,北京-天津,天津-北京",北京-长沙-天津-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,52173.454,0,0
北京,长沙,石家庄,"北京-长沙,长沙-北京,北京-石家庄,石家庄-北京",北京-长沙-石家庄-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,2辆20t车,0辆12t车",,62706.774,0,0
北京,长沙,太原,"北京-长沙,长沙-北京,北京-太原,太原-北京",北京-长沙-太原-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,56926.664,0,0
北京,长沙,呼和浩特,"北京-长沙,长沙-北京,北京-呼和浩特,呼和浩特-北京",北京-长沙-呼和浩特-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,56870.200000000004,0,0
北京,长沙,沈阳,"北京-长沙,长沙-北京,北京-沈阳,沈阳-北京",北京-长沙-沈阳-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,62980.198,0,0
北京,长沙,长春,"北京-长沙,长沙-北京,北京-长春,长春-北京",北京-长沙-长春-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,63349.444,0,0
北京,长沙,哈尔滨,"北京-长沙,长沙-北京,北京-哈尔滨,哈尔滨-北京",北京-长沙-哈尔滨-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,69063.51800000001,0,0
北京,长沙,上海,"北京-长沙,长沙-北京,北京-上海,上海-北京",北京-长沙-上海-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,85064.2,0,0
北京,长沙,南京,"北京-长沙,长沙-北京,北京-南京,南京-北京",北京-长沙-南京-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,79226.69200000001,0,0
北京,长沙,杭州,"北京-长沙,长沙-北京,北京-杭州,杭州-北京",北京-长沙-杭州-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,4辆12t车",,120991.36,0,0
北京,长沙,福州,"北京-长沙,长沙-北京,北京-福州,福州-北京",北京-长沙-福州-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,85974.156,0,0
北京,长沙,南昌,"北京-长沙,长沙-北京,北京-南昌,南昌-北京",北京-长沙-南昌-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,89579.876,0,0
北京,长沙,济南,"北京-长沙,长沙-北京,北京-济南,济南-北京",北京-长沙-济南-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,73509.78600000001,0,0
北京,长沙,郑州,"北京-长沙,长沙-北京,北京-郑州,郑州-北京",北京-长沙-郑州-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,90615.228,0,0
北京,长沙,武汉,"北京-长沙,长沙-北京,北京-武汉,武汉-北京",北京-长沙-武汉-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,1辆20t车,0辆12t车",,89607.31400000001,0,0
北京,长沙,广州,"北京-长沙,长沙-北京,北京-广州,广州-北京",北京-长沙-广州-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,115143.584,0,0
北京,长沙,重庆,"北京-长沙,长沙-北京,北京-重庆,重庆-北京",北京-长沙-重庆-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,77662.69399999999,0,0
北京,长沙,成都,"北京-长沙,长沙-北京,北京-成都,成都-北京",北京-长沙-成都-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,86585.13,0,0
北京,长沙,贵阳,"北京-长沙,长沙-北京,北京-贵阳,贵阳-北京",北京-长沙-贵阳-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,79004.088,0,0
北京,长沙,西安,"北京-长沙,长沙-北京,北京-西安,西安-北京",北京-长沙-西安-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,83504.402,0,0
北京,长沙,兰州,"北京-长沙,长沙-北京,北京-兰州,兰州-北京",北京-长沙-兰州-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,70541.546,0,0
北京,长沙,唐山,"北京-长沙,长沙-北京,北京-唐山,唐山-北京",北京-长沙-唐山-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,51684.522000000004,0,0
北京,长沙,廊坊,"北京-长沙,长沙-北京,北京-廊坊,廊坊-北京",北京-长沙-廊坊-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,50149.354,0,0
北京,长沙,保定,"北京-长沙,长沙-北京,北京-保定,保定-北京",北京-长沙-保定-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,52435.742,0,0
北京,长沙,大连,"北京-长沙,长沙-北京,北京-大连,大连-北京",北京-长沙-大连-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,61422.61,0,0
北京,长沙,锦州,"北京-长沙,长沙-北京,北京-锦州,锦州-北京",北京-长沙-锦州-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,56234.98,0,0
北京,长沙,徐州,"北京-长沙,长沙-北京,北京-徐州,徐州-北京",北京-长沙-徐州-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,71031.186,0,0
北京,长沙,青岛,"北京-长沙,长沙-北京,北京-青岛,青岛-北京",北京-长沙-青岛-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,60052.638,0,0
北京,广州,天津,"北京-广州,广州-北京,北京-天津,天津-北京",北京-广州-天津-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,68045.538,0,0
北京,广州,石家庄,"北京-广州,广州-北京,北京-石家庄,石家庄-北京",北京-广州-石家庄-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,2辆20t车,0辆12t车",,78578.858,0,0
北京,广州,太原,"北京-广州,广州-北京,北京-太原,太原-北京",北京-广州-太原-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,72798.74799999999,0,0
北京,广州,呼和浩特,"北京-广州,广州-北京,北京-呼和浩特,呼和浩特-北京",北京-广州-呼和浩特-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,72742.284,0,0
北京,广州,沈阳,"北京-广州,广州-北京,北京-沈阳,沈阳-北京",北京-广州-沈阳-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,78852.28199999999,0,0
北京,广州,长春,"北京-广州,广州-北京,北京-长春,长春-北京",北京-广州-长春-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,79221.528,0,0
北京,广州,哈尔滨,"北京-广州,广州-北京,北京-哈尔滨,哈尔滨-北京",北京-广州-哈尔滨-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,84935.60200000001,0,0
北京,广州,上海,"北京-广州,广州-北京,北京-上海,上海-北京",北京-广州-上海-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,100936.284,0,0
北京,广州,南京,"北京-广州,广州-北京,北京-南京,南京-北京",北京-广州-南京-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,95098.77600000001,0,0
北京,广州,杭州,"北京-广州,广州-北京,北京-杭州,杭州-北京",北京-广州-杭州-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,4辆12t车",,136863.44400000002,0,0
北京,广州,福州,"北京-广州,广州-北京,北京-福州,福州-北京",北京-广州-福州-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,101846.24,0,0
北京,广州,南昌,"北京-广州,广州-北京,北京-南昌,南昌-北京",北京-广州-南昌-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,105451.96,0,0
北京,广州,济南,"北京-广州,广州-北京,北京-济南,济南-北京",北京-广州-济南-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,89381.87000000001,0,0
北京,广州,郑州,"北京-广州,广州-北京,北京-郑州,郑州-北京",北京-广州-郑州-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,106487.312,0,0
北京,广州,武汉,"北京-广州,广州-北京,北京-武汉,武汉-北京",北京-广州-武汉-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,1辆20t车,0辆12t车",,105479.39800000002,0,0
北京,广州,长沙,"北京-广州,广州-北京,北京-长沙,长沙-北京",北京-广州-长沙-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,1辆12t车",,115143.584,0,0
北京,广州,重庆,"北京-广州,广州-北京,北京-重庆,重庆-北京",北京-广州-重庆-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,93534.77799999999,0,0
北京,广州,成都,"北京-广州,广州-北京,北京-成都,成都-北京",北京-广州-成都-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,102457.214,0,0
北京,广州,贵阳,"北京-广州,广州-北京,北京-贵阳,贵阳-北京",北京-广州-贵阳-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,94876.17199999999,0,0
北京,广州,西安,"北京-广州,广州-北京,北京-西安,西安-北京",北京-广州-西安-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,99376.486,0,0
北京,广州,兰州,"北京-广州,广州-北京,北京-兰州,兰州-北京",北京-广州-兰州-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,86413.63,0,0
北京,广州,唐山,"北京-广州,广州-北京,北京-唐山,唐山-北京",北京-广州-唐山-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,67556.606,0,0
北京,广州,廊坊,"北京-广州,广州-北京,北京-廊坊,廊坊-北京",北京-广州-廊坊-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,66021.438,0,0
北京,广州,保定,"北京-广州,广州-北京,北京-保定,保定-北京",北京-广州-保定-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,68307.826,0,0
北京,广州,大连,"北京-广州,广州-北京,北京-大连,大连-北京",北京-广州-大连-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,77294.694,0,0
北京,广州,锦州,"北京-广州,广州-北京,北京-锦州,锦州-北京",北京-广州-锦州-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,72107.064,0,0
北京,广州,徐州,"北京-广州,广州-北京,北京-徐州,徐州-北京",北京-广州-徐州-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,86903.27,0,0
北京,广州,青岛,"北京-广州,广州-北京,北京-青岛,青岛-北京",北京-广州-青岛-北京,"北京-天津的往返邮路使用0辆40t车,2辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,75924.722,0,0
北京,重庆,天津,"北京-重庆,重庆-北京,北京-天津,天津-北京",北京-重庆-天津-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,30564.647999999997,0,0
北京,重庆,石家庄,"北京-重庆,重庆-北京,北京-石家庄,石家庄-北京",北京-重庆-石家庄-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,2辆20t车,0辆12t车",,41097.968,0,0
北京,重庆,太原,"北京-重庆,重庆-北京,北京-太原,太原-北京",北京-重庆-太原-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,35317.85799999999,0,0
北京,重庆,呼和浩特,"北京-重庆,重庆-北京,北京-呼和浩特,呼和浩特-北京",北京-重庆-呼和浩特-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,35261.39399999999,0,0
北京,重庆,沈阳,"北京-重庆,重庆-北京,北京-沈阳,沈阳-北京",北京-重庆-沈阳-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,41371.392,0,0
北京,重庆,长春,"北京-重庆,重庆-北京,北京-长春,长春-北京",北京-重庆-长春-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,41740.638,0,0
北京,重庆,哈尔滨,"北京-重庆,重庆-北京,北京-哈尔滨,哈尔滨-北京",北京-重庆-哈尔滨-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,47454.71199999999,0,0
北京,重庆,上海,"北京-重庆,重庆-北京,北京-上海,上海-北京",北京-重庆-上海-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,63455.39399999999,0,0
北京,重庆,南京,"北京-重庆,重庆-北京,北京-南京,南京-北京",北京-重庆-南京-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,57617.88599999999,0,0
北京,重庆,杭州,"北京-重庆,重庆-北京,北京-杭州,杭州-北京",北京-重庆-杭州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,4辆12t车",,99382.554,0,0
北京,重庆,福州,"北京-重庆,重庆-北京,北京-福州,福州-北京",北京-重庆-福州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,64365.34999999999,0,0
北京,重庆,南昌,"北京-重庆,重庆-北京,北京-南昌,南昌-北京",北京-重庆-南昌-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,67971.06999999999,0,0
北京,重庆,济南,"北京-重庆,重庆-北京,北京-济南,济南-北京",北京-重庆-济南-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,51900.979999999996,0,0
北京,重庆,郑州,"北京-重庆,重庆-北京,北京-郑州,郑州-北京",北京-重庆-郑州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,69006.42199999999,0,0
北京,重庆,武汉,"北京-重庆,重庆-北京,北京-武汉,武汉-北京",北京-重庆-武汉-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,1辆20t车,0辆12t车",,67998.508,0,0
北京,重庆,长沙,"北京-重庆,重庆-北京,北京-长沙,长沙-北京",北京-重庆-长沙-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,1辆12t车",,77662.69399999999,0,0
北京,重庆,广州,"北京-重庆,重庆-北京,北京-广州,广州-北京",北京-重庆-广州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,93534.77799999999,0,0
北京,重庆,成都,"北京-重庆,重庆-北京,北京-成都,成都-北京",北京-重庆-成都-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,64976.32399999999,0,0
北京,重庆,贵阳,"北京-重庆,重庆-北京,北京-贵阳,贵阳-北京",北京-重庆-贵阳-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,57395.282,0,0
北京,重庆,西安,"北京-重庆,重庆-北京,北京-西安,西安-北京",北京-重庆-西安-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,61895.596,0,0
