中心局B,中心局M,中心局N,初始路线,串行路线,初始车辆使用情况,串行车辆使用情况,初始成本,串行成本,节约成本
北京,上海,长春,"北京-上海,上海-北京,北京-长春,长春-北京",北京-上海-长春-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,49142.144,0,0
北京,上海,哈尔滨,"北京-上海,上海-北京,北京-哈尔滨,哈尔滨-北京",北京-上海-哈尔滨-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,54856.218,0,0
北京,上海,南京,"北京-上海,上海-北京,北京-南京,南京-北京",北京-上海-南京-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,65019.392,0,0
北京,上海,杭州,"北京-上海,上海-北京,北京-杭州,杭州-北京",北京-上海-杭州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,4辆12t车",,106784.06,0,0
北京,上海,福州,"北京-上海,上海-北京,北京-福州,福州-北京",北京-上海-福州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,71766.856,0,0
北京,上海,南昌,"北京-上海,上海-北京,北京-南昌,南昌-北京",北京-上海-南昌-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,75372.576,0,0
北京,上海,济南,"北京-上海,上海-北京,北京-济南,济南-北京",北京-上海-济南-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,59302.486000000004,0,0
北京,上海,郑州,"北京-上海,上海-北京,北京-郑州,郑州-北京",北京-上海-郑州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,76407.928,0,0
北京,上海,武汉,"北京-上海,上海-北京,北京-武汉,武汉-北京",北京-上海-武汉-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,1辆20t车,0辆12t车",,75400.014,0,0
北京,上海,长沙,"北京-上海,上海-北京,北京-长沙,长沙-北京",北京-上海-长沙-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,1辆12t车",,85064.2,0,0
北京,上海,广州,"北京-上海,上海-北京,北京-广州,广州-北京",北京-上海-广州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,100936.28399999999,0,0
北京,上海,重庆,"北京-上海,上海-北京,北京-重庆,重庆-北京",北京-上海-重庆-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,63455.39399999999,0,0
北京,上海,成都,"北京-上海,上海-北京,北京-成都,成都-北京",北京-上海-成都-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,72377.82999999999,0,0
北京,上海,贵阳,"北京-上海,上海-北京,北京-贵阳,贵阳-北京",北京-上海-贵阳-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,64796.788,0,0
北京,上海,西安,"北京-上海,上海-北京,北京-西安,西安-北京",北京-上海-西安-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,69297.10199999998,0,0
北京,上海,兰州,"北京-上海,上海-北京,北京-兰州,兰州-北京",北京-上海-兰州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,56334.246,0,0
北京,上海,唐山,"北京-上海,上海-北京,北京-唐山,唐山-北京",北京-上海-唐山-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,37477.222,0,0
北京,上海,廊坊,"北京-上海,上海-北京,北京-廊坊,廊坊-北京",北京-上海-廊坊-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,35942.054,0,0
北京,上海,保定,"北京-上海,上海-北京,北京-保定,保定-北京",北京-上海-保定-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,38228.441999999995,0,0
北京,上海,大连,"北京-上海,上海-北京,北京-大连,大连-北京",北京-上海-大连-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,47215.31,0,0
北京,上海,锦州,"北京-上海,上海-北京,北京-锦州,锦州-北京",北京-上海-锦州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,42027.68,0,0
北京,上海,徐州,"北京-上海,上海-北京,北京-徐州,徐州-北京",北京-上海-徐州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,56823.886,0,0
北京,上海,青岛,"北京-上海,上海-北京,北京-青岛,青岛-北京",北京-上海-青岛-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,45845.337999999996,0,0
北京,南京,天津,"北京-南京,南京-北京,北京-天津,天津-北京",北京-南京-天津-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,32128.646,0,0
北京,南京,石家庄,"北京-南京,南京-北京,北京-石家庄,石家庄-北京",北京-南京-石家庄-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,2辆20t车,0辆12t车",,42661.966,0,0
北京,南京,太原,"北京-南京,南京-北京,北京-太原,太原-北京",北京-南京-太原-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,36881.856,0,0
北京,南京,呼和浩特,"北京-南京,南京-北京,北京-呼和浩特,呼和浩特-北京",北京-南京-呼和浩特-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,36825.392,0,0
北京,南京,沈阳,"北京-南京,南京-北京,北京-沈阳,沈阳-北京",北京-南京-沈阳-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,42935.39,0,0
北京,南京,长春,"北京-南京,南京-北京,北京-长春,长春-北京",北京-南京-长春-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,43304.636,0,0
北京,南京,哈尔滨,"北京-南京,南京-北京,北京-哈尔滨,哈尔滨-北京",北京-南京-哈尔滨-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,49018.71,0,0
北京,南京,上海,"北京-南京,南京-北京,北京-上海,上海-北京",北京-南京-上海-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,65019.39199999999,0,0
北京,南京,杭州,"北京-南京,南京-北京,北京-杭州,杭州-北京",北京-南京-杭州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,4辆12t车",,100946.552,0,0
北京,南京,福州,"北京-南京,南京-北京,北京-福州,福州-北京",北京-南京-福州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,65929.348,0,0
北京,南京,南昌,"北京-南京,南京-北京,北京-南昌,南昌-北京",北京-南京-南昌-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,69535.068,0,0
北京,南京,济南,"北京-南京,南京-北京,北京-济南,济南-北京",北京-南京-济南-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,53464.978,0,0
北京,南京,郑州,"北京-南京,南京-北京,北京-郑州,郑州-北京",北京-南京-郑州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,70570.42,0,0
北京,南京,武汉,"北京-南京,南京-北京,北京-武汉,武汉-北京",北京-南京-武汉-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,1辆20t车,0辆12t车",,69562.506,0,0
北京,南京,长沙,"北京-南京,南京-北京,北京-长沙,长沙-北京",北京-南京-长沙-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,1辆12t车",,79226.69200000001,0,0
北京,南京,广州,"北京-南京,南京-北京,北京-广州,广州-北京",北京-南京-广州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,95098.77600000001,0,0
北京,南京,重庆,"北京-南京,南京-北京,北京-重庆,重庆-北京",北京-南京-重庆-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,57617.886,0,0
北京,南京,成都,"北京-南京,南京-北京,北京-成都,成都-北京",北京-南京-成都-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,66540.32199999999,0,0
北京,南京,贵阳,"北京-南京,南京-北京,北京-贵阳,贵阳-北京",北京-南京-贵阳-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,58959.28,0,0
北京,南京,西安,"北京-南京,南京-北京,北京-西安,西安-北京",北京-南京-西安-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,63459.594,0,0
北京,南京,兰州,"北京-南京,南京-北京,北京-兰州,兰州-北京",北京-南京-兰州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,50496.738,0,0
北京,南京,唐山,"北京-南京,南京-北京,北京-唐山,唐山-北京",北京-南京-唐山-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,31639.713999999996,0,0
北京,南京,廊坊,"北京-南京,南京-北京,北京-廊坊,廊坊-北京",北京-南京-廊坊-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,30104.546,0,0
北京,南京,保定,"北京-南京,南京-北京,北京-保定,保定-北京",北京-南京-保定-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,32390.933999999997,0,0
北京,南京,大连,"北京-南京,南京-北京,北京-大连,大连-北京",北京-南京-大连-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,41377.802,0,0
北京,南京,锦州,"北京-南京,南京-北京,北京-锦州,锦州-北京",北京-南京-锦州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,36190.172,0,0
北京,南京,徐州,"北京-南京,南京-北京,北京-徐州,徐州-北京",北京-南京-徐州-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,50986.378,0,0
北京,南京,青岛,"北京-南京,南京-北京,北京-青岛,青岛-北京",北京-南京-青岛-北京,"北京-天津的往返邮路使用0辆40t车,1辆20t车,1辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,40007.829999999994,0,0
北京,杭州,天津,"北京-杭州,杭州-北京,北京-天津,天津-北京",北京-杭州-天津-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,73893.314,0,0
北京,杭州,石家庄,"北京-杭州,杭州-北京,北京-石家庄,石家庄-北京",北京-杭州-石家庄-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用1辆40t车,2辆20t车,0辆12t车",,84426.63399999999,0,0
北京,杭州,太原,"北京-杭州,杭州-北京,北京-太原,太原-北京",北京-杭州-太原-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,78646.524,0,0
北京,杭州,呼和浩特,"北京-杭州,杭州-北京,北京-呼和浩特,呼和浩特-北京",北京-杭州-呼和浩特-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,78590.06,0,0
北京,杭州,沈阳,"北京-杭州,杭州-北京,北京-沈阳,沈阳-北京",北京-杭州-沈阳-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,84700.05799999999,0,0
北京,杭州,长春,"北京-杭州,杭州-北京,北京-长春,长春-北京",北京-杭州-长春-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,85069.304,0,0
北京,杭州,哈尔滨,"北京-杭州,杭州-北京,北京-哈尔滨,哈尔滨-北京",北京-杭州-哈尔滨-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,90783.378,0,0
北京,杭州,上海,"北京-杭州,杭州-北京,北京-上海,上海-北京",北京-杭州-上海-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,106784.06,0,0
北京,杭州,南京,"北京-杭州,杭州-北京,北京-南京,南京-北京",北京-杭州-南京-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,100946.552,0,0
北京,杭州,福州,"北京-杭州,杭州-北京,北京-福州,福州-北京",北京-杭州-福州-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,107694.016,0,0
北京,杭州,南昌,"北京-杭州,杭州-北京,北京-南昌,南昌-北京",北京-杭州-南昌-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,111299.736,0,0
北京,杭州,济南,"北京-杭州,杭州-北京,北京-济南,济南-北京",北京-杭州-济南-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,95229.64600000001,0,0
北京,杭州,郑州,"北京-杭州,杭州-北京,北京-郑州,郑州-北京",北京-杭州-郑州-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,112335.088,0,0
北京,杭州,武汉,"北京-杭州,杭州-北京,北京-武汉,武汉-北京",北京-杭州-武汉-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用1辆40t车,1辆20t车,0辆12t车",,111327.174,0,0
北京,杭州,长沙,"北京-杭州,杭州-北京,北京-长沙,长沙-北京",北京-杭州-长沙-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,1辆12t车",,120991.35999999999,0,0
北京,杭州,广州,"北京-杭州,杭州-北京,北京-广州,广州-北京",北京-杭州-广州-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,136863.444,0,0
北京,杭州,重庆,"北京-杭州,杭州-北京,北京-重庆,重庆-北京",北京-杭州-重庆-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,99382.55399999999,0,0
北京,杭州,成都,"北京-杭州,杭州-北京,北京-成都,成都-北京",北京-杭州-成都-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,108304.98999999999,0,0
北京,杭州,贵阳,"北京-杭州,杭州-北京,北京-贵阳,贵阳-北京",北京-杭州-贵阳-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,100723.948,0,0
北京,杭州,西安,"北京-杭州,杭州-北京,北京-西安,西安-北京",北京-杭州-西安-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,105224.26199999999,0,0
北京,杭州,兰州,"北京-杭州,杭州-北京,北京-兰州,兰州-北京",北京-杭州-兰州-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,92261.406,0,0
北京,杭州,唐山,"北京-杭州,杭州-北京,北京-唐山,唐山-北京",北京-杭州-唐山-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,73404.382,0,0
北京,杭州,廊坊,"北京-杭州,杭州-北京,北京-廊坊,廊坊-北京",北京-杭州-廊坊-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,71869.21399999999,0,0
北京,杭州,保定,"北京-杭州,杭州-北京,北京-保定,保定-北京",北京-杭州-保定-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,74155.602,0,0
北京,杭州,大连,"北京-杭州,杭州-北京,北京-大连,大连-北京",北京-杭州-大连-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,83142.47,0,0
北京,杭州,锦州,"北京-杭州,杭州-北京,北京-锦州,锦州-北京",北京-杭州-锦州-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,77954.84,0,0
北京,杭州,徐州,"北京-杭州,杭州-北京,北京-徐州,徐州-北京",北京-杭州-徐州-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,92751.046,0,0
北京,杭州,青岛,"北京-杭州,杭州-北京,北京-青岛,青岛-北京",北京-杭州-青岛-北京,"北京-天津的往返邮路使用0辆40t车,0辆20t车,4辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,81772.49799999999,0,0
北京,福州,天津,"北京-福州,福州-北京,北京-天津,天津-北京",北京-福州-天津-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,38876.11,0,0
北京,福州,石家庄,"北京-福州,福州-北京,北京-石家庄,石家庄-北京",北京-福州-石家庄-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,2辆20t车,0辆12t车",,49409.43,0,0
北京,福州,太原,"北京-福州,福州-北京,北京-太原,太原-北京",北京-福州-太原-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,43629.32,0,0
北京,福州,呼和浩特,"北京-福州,福州-北京,北京-呼和浩特,呼和浩特-北京",北京-福州-呼和浩特-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,43572.85600000001,0,0
北京,福州,沈阳,"北京-福州,福州-北京,北京-沈阳,沈阳-北京",北京-福州-沈阳-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,49682.854,0,0
北京,福州,长春,"北京-福州,福州-北京,北京-长春,长春-北京",北京-福州-长春-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,50052.100000000006,0,0
北京,福州,哈尔滨,"北京-福州,福州-北京,北京-哈尔滨,哈尔滨-北京",北京-福州-哈尔滨-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,55766.174000000006,0,0
北京,福州,上海,"北京-福州,福州-北京,北京-上海,上海-北京",北京-福州-上海-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,71766.856,0,0
北京,福州,南京,"北京-福州,福州-北京,北京-南京,南京-北京",北京-福州-南京-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,1辆12t车",,65929.348,0,0
北京,福州,杭州,"北京-福州,福州-北京,北京-杭州,杭州-北京",北京-福州-杭州-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,4辆12t车",,107694.016,0,0
北京,福州,南昌,"北京-福州,福州-北京,北京-南昌,南昌-北京",北京-福州-南昌-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,2辆12t车",,76282.532,0,0
北京,福州,济南,"北京-福州,福州-北京,北京-济南,济南-北京",北京-福州-济南-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,60212.44200000001,0,0
北京,福州,郑州,"北京-福州,福州-北京,北京-郑州,郑州-北京",北京-福州-郑州-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,2辆12t车",,77317.884,0,0
北京,福州,武汉,"北京-福州,福州-北京,北京-武汉,武汉-北京",北京-福州-武汉-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,1辆20t车,0辆12t车",,76309.97,0,0
北京,福州,长沙,"北京-福州,福州-北京,北京-长沙,长沙-北京",北京-福州-长沙-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,1辆12t车",,85974.156,0,0
北京,福州,广州,"北京-福州,福州-北京,北京-广州,广州-北京",北京-福州-广州-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,101846.23999999999,0,0
北京,福州,重庆,"北京-福州,福州-北京,北京-重庆,重庆-北京",北京-福州-重庆-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,1辆20t车,0辆12t车",,64365.35,0,0
北京,福州,成都,"北京-福州,福州-北京,北京-成都,成都-北京",北京-福州-成都-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,73287.786,0,0
北京,福州,贵阳,"北京-福州,福州-北京,北京-贵阳,贵阳-北京",北京-福州-贵阳-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,65706.744,0,0
北京,福州,西安,"北京-福州,福州-北京,北京-西安,西安-北京",北京-福州-西安-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,2辆20t车,0辆12t车",,70207.05799999999,0,0
北京,福州,兰州,"北京-福州,福州-北京,北京-兰州,兰州-北京",北京-福州-兰州-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,57244.202000000005,0,0
北京,福州,唐山,"北京-福州,福州-北京,北京-唐山,唐山-北京",北京-福州-唐山-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,38387.17800000001,0,0
北京,福州,廊坊,"北京-福州,福州-北京,北京-廊坊,廊坊-北京",北京-福州-廊坊-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,36852.01,0,0
北京,福州,保定,"北京-福州,福州-北京,北京-保定,保定-北京",北京-福州-保定-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用1辆40t车,0辆20t车,0辆12t车",,39138.398,0,0
北京,福州,大连,"北京-福州,福州-北京,北京-大连,大连-北京",北京-福州-大连-北京,"北京-天津的往返邮路使用1辆40t车,0辆20t车,0辆12t车;
北京-石家庄的往返邮路使用0辆40t车,0辆20t车,1辆12t车",,48125.266,0,0
